frequency_hz,mean_power_per_hz,peak_power_per_hz,group_start_hz,group_end_hz
108200878.143,1.67404047129e-09,1.4914380053e-08,108176170.349,108225585.938
108250682.831,1.9059451205e-09,1.1636051501e-08,108225975.037,108275390.625
108300487.518,1.41843952706e-09,6.984430209e-09,108275779.724,108325195.312
108350292.206,1.38215394852e-09,7.07925596418e-09,108325584.412,108375000
108400096.893,1.77331458927e-09,1.19192423699e-08,108375389.099,108424804.688
108449901.581,1.31231643466e-09,6.47355164745e-09,108425193.787,108474609.375
108499706.268,1.4935673286e-09,7.47691251055e-09,108474998.474,108524414.062
108549510.956,1.13822023725e-09,5.22812737391e-09,108524803.162,108574218.75
108599315.643,1.99674449687e-09,2.20471950973e-08,108574607.849,108624023.438
108649120.331,1.20819989899e-09,4.80911348953e-09,108624412.537,108673828.125
108698925.018,1.71163280053e-09,8.3874660991e-09,108674217.224,108723632.812
108748729.706,1.35622594614e-09,7.96652814177e-09,108724021.912,108773437.5
108798534.393,1.40707597608e-09,8.52641887779e-09,108773826.599,108823242.188
108848339.081,1.3610114827e-09,9.5422242305e-09,108823631.287,108873046.875
108898143.768,1.33535656268e-09,6.17127906913e-09,108873435.974,108922851.562
108947948.456,1.31099956118e-09,7.49810388479e-09,108923240.662,108972656.25
108997753.143,1.52569493649e-09,7.45584925282e-09,108973045.349,109022460.938
109047557.831,1.18666651248e-09,6.29552326054e-09,109022850.037,109072265.625
109097362.518,1.26833519792e-09,5.4496740666e-09,109072654.724,109122070.312
109147167.206,1.2617038199e-09,5.55887041954e-09,109122459.412,109171875
109196971.893,1.3931989792e-09,9.31010009316e-09,109172264.099,109221679.688
109246776.581,1.2176291001e-09,5.3799933327e-09,109222068.787,109271484.375
109296581.268,1.21312349349e-09,5.66288406708e-09,109271873.474,109321289.062
109346385.956,1.04230893751e-09,7.47233125089e-09,109321678.162,109371093.75
109396190.643,1.44218282873e-09,1.24598216248e-08,109371482.849,109420898.438
109445995.331,1.11685301242e-09,6.00220201519e-09,109421287.537,109470703.125
109495800.018,1.93478147878e-09,6.2100782627e-08,109471092.224,109520507.812
109545604.706,1.46011427462e-09,5.68245045504e-09,109520896.912,109570312.5
109595409.393,1.39347981333e-09,8.92374489886e-09,109570701.599,109620117.188
109645214.081,1.2146711118e-09,5.79820984468e-09,109620506.287,109669921.875
109695018.768,1.20284866068e-09,5.04541185434e-09,109670310.974,109719726.562
109744823.456,1.34871718498e-09,8.60433674439e-09,109720115.662,109769531.25
109794628.143,1.33780625239e-09,1.24489402179e-08,109769920.349,109819335.938
109844432.831,1.17112448162e-09,4.60991812683e-09,109819725.037,109869140.625
109894237.518,1.44540279017e-09,7.71399612567e-09,109869529.724,109918945.312
109944042.206,1.26186418159e-09,9.26858434903e-09,109919334.412,109968750
109993846.893,1.41590530388e-09,1.11621784107e-08,109969139.099,110018554.688
110043651.581,1.26860509396e-09,1.51771097993e-08,110018943.787,110068359.375
110093456.268,1.13207266284e-09,8.79877701874e-09,110068748.474,110118164.062
110143260.956,1.25012922628e-09,1.2324489091e-08,110118553.162,110167968.75
110193065.643,1.41240699657e-09,8.33972296131e-09,110168357.849,110217773.438
110242870.331,1.33585751097e-09,6.54389388267e-09,110218162.537,110267578.125
110292675.018,9.70778775587e-10,4.58089283146e-09,110267967.224,110317382.812
110342479.706,1.3715534061e-09,1.5150077571e-08,110317771.912,110367187.5
110392284.393,1.37553394183e-09,6.54933364499e-09,110367576.599,110416992.188
110442089.081,1.12529588841e-09,7.00272552381e-09,110417381.287,110466796.875
110491893.768,1.05965665549e-09,5.29763418165e-09,110467185.974,110516601.562
110541698.456,1.07713430649e-09,1.28774157314e-08,110516990.662,110566406.25
110591503.143,1.26935457093e-09,8.16884589216e-09,110566795.349,110616210.938
110641307.831,1.12342254343e-09,6.02587875036e-09,110616600.037,110666015.625
110691112.518,1.24110209499e-09,6.66326407135e-09,110666404.724,110715820.312
110740917.206,1.40072443859e-09,6.22582784843e-09,110716209.412,110765625
110790721.893,1.50045318809e-09,1.3455608098e-08,110766014.099,110815429.688
110840526.581,1.60417103393e-09,7.35307503745e-09,110815818.787,110865234.375
110890331.268,1.23860635371e-09,8.9826312082e-09,110865623.474,110915039.062
110940135.956,1.30534304121e-09,8.03951000477e-09,110915428.162,110964843.75
110989940.643,1.44684392297e-09,7.13588971057e-09,110965232.849,111014648.438
111039745.331,1.20939748697e-09,8.51139064849e-09,111015037.537,111064453.125
111089550.018,1.42136271525e-09,6.73185295942e-09,111064842.224,111114257.812
111139354.706,1.55824347902e-09,1.04642759988e-08,111114646.912,111164062.5
111189159.393,1.64395115221e-09,1.44814688188e-08,111164451.599,111213867.188
111238964.081,1.17634805843e-09,5.51123782286e-09,111214256.287,111263671.875
111288768.768,1.75326947751e-09,6.72753343677e-09,111264060.974,111313476.562
111338573.456,2.06897934701e-09,1.56013645903e-08,111313865.662,111363281.25
111388378.143,1.79235911869e-09,1.38634496332e-08,111363670.349,111413085.938
111438182.831,1.35271255218e-09,8.48559991499e-09,111413475.037,111462890.625
111487987.518,1.45433264225e-09,8.28837634995e-09,111463279.724,111512695.312
111537792.206,1.48397031788e-09,1.7365489381e-08,111513084.412,111562500
111587596.893,1.58090016345e-09,9.18107346012e-09,111562889.099,111612304.688
111637401.581,1.10187386221e-09,7.89892480354e-09,111612693.787,111662109.375
111687206.268,1.13695757582e-09,6.54913852975e-09,111662498.474,111711914.062
111737010.956,1.52713500388e-09,1.69303266837e-08,111712303.162,111761718.75
111786815.643,1.64272959615e-09,1.35002293202e-08,111762107.849,111811523.438
111836620.331,1.18888030767e-09,5.09193846387e-09,111811912.537,111861328.125
111886425.018,1.44234081118e-09,7.51734427673e-09,111861717.224,111911132.812
111936229.706,1.5195123731e-09,1.59686194764e-08,111911521.912,111960937.5
111986034.393,2.36930235923e-09,3.21589470665e-08,111961326.599,112010742.188
112035839.081,1.42149247348e-09,5.62956298148e-09,112011131.287,112060546.875
112085643.768,1.34936283795e-09,7.71156925365e-09,112060935.974,112110351.562
112135448.456,1.41397120857e-09,1.54622309871e-08,112110740.662,112160156.25
112185253.143,1.39150459995e-09,1.08354307894e-08,112160545.349,112209960.938
112235057.831,1.11923566923e-09,6.4889523314e-09,112210350.037,112259765.625
112284862.518,1.05352220481e-09,5.87246870975e-09,112260154.724,112309570.312
112334667.206,1.93483412024e-09,2.0035689731e-08,112309959.412,112359375
112384471.893,1.49915663258e-09,6.82031843265e-09,112359764.099,112409179.688
112434276.581,1.14218637882e-09,6.93163995391e-09,112409568.787,112458984.375
112484081.268,1.76178092538e-09,3.79020870716e-08,112459373.474,112508789.062
112533885.956,1.93488172523e-09,1.30650438799e-08,112509178.162,112558593.75
112583690.643,1.95016971612e-09,1.36559737576e-08,112558982.849,112608398.438
112633495.331,1.78147297756e-09,1.04113220757e-08,112608787.537,112658203.125
112683300.018,1.74476158768e-09,9.89990121526e-09,112658592.224,112708007.812
112733104.706,1.85217804683e-09,8.63409754666e-09,112708396.912,112757812.5
112782909.393,2.13421289777e-09,1.41816273191e-08,112758201.599,112807617.188
112832714.081,2.0997063935e-09,1.6682874699e-08,112808006.287,112857421.875
112882518.768,1.62220944592e-09,8.36682246764e-09,112857810.974,112907226.562
112932323.456,2.20119986406e-09,1.42943236302e-08,112907615.662,112957031.25
112982128.143,2.46375106731e-09,3.45048943562e-08,112957420.349,113006835.938
113031932.831,2.09738496442e-09,1.43023436651e-08,113007225.037,113056640.625
113081737.518,2.37850949606e-09,1.35569229198e-08,113057029.724,113106445.312
113131542.206,1.93250466379e-09,1.82667005386e-08,113106834.412,113156250
113181346.893,2.23581661498e-09,1.82885739294e-08,113156639.099,113206054.688
113231151.581,2.32602480503e-09,1.64535008701e-08,113206443.787,113255859.375
113280956.268,2.36049499913e-09,9.97738495109e-09,113256248.474,113305664.062
113330760.956,2.64089288283e-09,1.94479628334e-08,113306053.162,113355468.75
113380565.643,2.55842938359e-09,1.1301964081e-08,113355857.849,113405273.438
113430370.331,2.4120774994e-09,8.74629772505e-09,113405662.537,113455078.125
113480175.018,2.43579396133e-09,1.18117241739e-08,113455467.224,113504882.812
113529979.706,2.68289882755e-09,1.78989897587e-08,113505271.912,113554687.5
113579784.393,2.45495140106e-09,1.41175148205e-08,113555076.599,113604492.188
113629589.081,2.38091492132e-09,1.7357085605e-08,113604881.287,113654296.875
113679393.768,2.55329811249e-09,1.52942828194e-08,113654685.974,113704101.562
113729198.456,2.29599115268e-09,1.17087185158e-08,113704490.662,113753906.25
113779003.143,2.07621284679e-09,1.08266368221e-08,113754295.349,113803710.938
113828807.831,2.1873660062e-09,9.3404969219e-09,113804100.037,113853515.625
113878612.518,2.34801323401e-09,7.96868705535e-09,113853904.724,113903320.312
113928417.206,2.07090333111e-09,1.12156134352e-08,113903709.412,113953125
113978221.893,2.63629097982e-09,9.49561974826e-09,113953514.099,114002929.688
114028026.581,1.6716826486e-09,8.54047906943e-09,114003318.787,114052734.375
114077831.268,2.25918433175e-09,1.26093561865e-08,114053123.474,114102539.062
114127635.956,2.41455709909e-09,1.77765827571e-08,114102928.162,114152343.75
114177440.643,2.09329743926e-09,1.0022119059e-08,114152732.849,114202148.438
114227245.331,2.02971027216e-09,8.73550560109e-09,114202537.537,114251953.125
114277050.018,2.04102677459e-09,1.1488197716e-08,114252342.224,114301757.812
114326854.706,2.48635078911e-09,1.45340700504e-08,114302146.912,114351562.5
114376659.393,2.24245491565e-09,1.192208e-08,114351951.599,114401367.188
114426464.081,3.01238160976e-09,1.46420516394e-08,114401756.287,114451171.875
114476268.768,2.2306525269e-09,2.16573481484e-08,114451560.974,114500976.562
114526073.456,2.40805594321e-09,9.62612913965e-09,114501365.662,114550781.25
114575878.143,2.61708218091e-09,1.81998112713e-08,114551170.349,114600585.938
114625682.831,1.71897874835e-09,6.77815526099e-09,114600975.037,114650390.625
114675487.518,2.21359415324e-09,1.1814808839e-08,114650779.724,114700195.312
114725292.206,1.90027823644e-09,1.46405689281e-08,114700584.412,114750000
114775096.893,2.51317377622e-09,1.32725126773e-08,114750389.099,114799804.688
114824901.581,1.81941572924e-09,1.06623508592e-08,114800193.787,114849609.375
114874706.268,2.03611430632e-09,1.04915120347e-08,114849998.474,114899414.062
114924510.956,2.43787079205e-09,1.21462469205e-08,114899803.162,114949218.75
114974315.643,2.37850559834e-09,1.10867470672e-08,114949607.849,114999023.438
115024120.331,2.31243108564e-09,1.37248902346e-08,114999412.537,115048828.125
115073925.018,2.15134132989e-09,1.07414299158e-08,115049217.224,115098632.812
115123729.706,2.40178206367e-09,1.83532062574e-08,115099021.912,115148437.5
115173534.393,2.34559138461e-09,9.19029159425e-09,115148826.599,115198242.188
115223339.081,2.5018006789e-09,9.00982609808e-09,115198631.287,115248046.875
115273143.768,2.99551521181e-09,1.37532228797e-08,115248435.974,115297851.562
115322948.456,2.96637700684e-09,1.41002122335e-08,115298240.662,115347656.25
115372753.143,3.90468753516e-09,2.77703635004e-08,115348045.349,115397460.938
115422557.831,3.28396390126e-09,2.24383113231e-08,115397850.037,115447265.625
115472362.518,3.4677986834e-09,1.46330977139e-08,115447654.724,115497070.312
115522167.206,4.73358816146e-09,3.29949945596e-08,115497459.412,115546875
115571971.893,2.60609174903e-09,2.15163710419e-08,115547264.099,115596679.688
115621776.581,2.82423063852e-09,2.00426459969e-08,115597068.787,115646484.375
115671581.268,2.54136271008e-09,9.77662875887e-09,115646873.474,115696289.062
115721385.956,2.60621444796e-09,1.10050700497e-08,115696678.162,115746093.75
115771190.643,2.58176644386e-09,1.0962942126e-08,115746482.849,115795898.438
115820995.331,2.03830724905e-09,7.69989928936e-09,115796287.537,115845703.125
115870800.018,1.88096690282e-09,1.05414653373e-08,115846092.224,115895507.812
115920604.706,2.81896027756e-09,1.92585333798e-08,115895896.912,115945312.5
115970409.393,2.15059622901e-09,1.51337495879e-08,115945701.599,115995117.188
116020214.081,2.63600291325e-09,1.92106549483e-08,115995506.287,116044921.875
116070018.768,3.04583952999e-09,1.66846854825e-08,116045310.974,116094726.562
116119823.456,2.59770025987e-09,1.81638561793e-08,116095115.662,116144531.25
116169628.143,2.59054072289e-09,1.54036595622e-08,116144920.349,116194335.938
116219432.831,2.23218331401e-09,1.03301946378e-08,116194725.037,116244140.625
116269237.518,1.86672235169e-09,9.22225195512e-09,116244529.724,116293945.312
116319042.206,2.66401747764e-09,1.86646559594e-08,116294334.412,116343750
116368846.893,2.44033475554e-09,2.34417115294e-08,116344139.099,116393554.688
116418651.581,1.94892688947e-09,8.20551291796e-09,116393943.787,116443359.375
116468456.268,1.70453450565e-09,1.04185308329e-08,116443748.474,116493164.062
116518260.956,1.77854219296e-09,9.38734090427e-09,116493553.162,116542968.75
116568065.643,1.93608057192e-09,7.28647844241e-09,116543357.849,116592773.438
116617870.331,1.78113267116e-09,1.02903575309e-08,116593162.537,116642578.125
116667675.018,1.99695986103e-09,8.84177733695e-09,116642967.224,116692382.812
116717479.706,2.15815711342e-09,1.6135090142e-08,116692771.912,116742187.5
116767284.393,2.57182623479e-09,1.66461599374e-08,116742576.599,116791992.188
116817089.081,1.95023490247e-09,7.78217035597e-09,116792381.287,116841796.875
116866893.768,1.9641902911e-09,8.05259979721e-09,116842185.974,116891601.562
116916698.456,1.91256445171e-09,1.46755227872e-08,116891990.662,116941406.25
116966503.143,2.52778920332e-09,1.46341359133e-08,116941795.349,116991210.938
117016307.831,2.68689069654e-09,1.55073410059e-08,116991600.037,117041015.625
117066112.518,1.82598327906e-09,1.29361935095e-08,117041404.724,117090820.312
117115917.206,2.46715534425e-09,2.56679896539e-08,117091209.412,117140625
117165721.893,2.26581027815e-09,1.0395693788e-08,117141014.099,117190429.688
117215526.581,2.12555888978e-09,1.29151589945e-08,117190818.787,117240234.375
117265331.268,1.96908978085e-09,9.71937339558e-09,117240623.474,117290039.062
117315135.956,1.70201338873e-09,1.66668613388e-08,117290428.162,117339843.75
117364940.643,2.32335932298e-09,1.1901659754e-08,117340232.849,117389648.438
117414745.331,1.89805475581e-09,7.65875702054e-09,117390037.537,117439453.125
117464550.018,2.28208220797e-09,8.2670168823e-09,117439842.224,117489257.812
117514354.706,2.32552355482e-09,1.78848893816e-08,117489646.912,117539062.5
117564159.393,1.95357669169e-09,2.36027407576e-08,117539451.599,117588867.188
117613964.081,2.05229242902e-09,8.692446323e-09,117589256.287,117638671.875
117663768.768,1.92343137294e-09,7.31236202641e-09,117639060.974,117688476.562
117713573.456,2.32263990746e-09,2.07485274268e-08,117688865.662,117738281.25
117763378.143,2.44204383222e-09,2.08831731709e-08,117738670.349,117788085.938
117813182.831,1.56558855549e-09,6.24850896571e-09,117788475.037,117837890.625
117862987.518,1.81345553971e-09,1.01316398131e-08,117838279.724,117887695.312
117912792.206,2.01607799169e-09,1.4425937442e-08,117888084.412,117937500
117962596.893,1.66815228224e-09,1.88314109598e-08,117937889.099,117987304.688
118012401.581,2.00306025738e-09,1.08194216741e-08,117987693.787,118037109.375
118062206.268,1.87739547881e-09,1.20148459792e-08,118037498.474,118086914.062
118112010.956,1.81125385111e-09,1.45997223199e-08,118087303.162,118136718.75
118161815.643,1.7423027663e-09,9.29081867454e-09,118137107.849,118186523.438
118211620.331,1.70245027684e-09,7.53551253134e-09,118186912.537,118236328.125
118261425.018,1.49797710626e-09,1.49790224465e-08,118236717.224,118286132.812
118311229.706,2.59328562993e-09,3.08946086595e-08,118286521.912,118335937.5
118361034.393,2.09305625661e-09,2.17273151063e-08,118336326.599,118385742.188
118410839.081,1.4276730965e-09,1.07977247884e-08,118386131.287,118435546.875
118460643.768,4.14051780597e-09,3.33067901966e-08,118435935.974,118485351.562
118510448.456,5.99119601136e-09,3.71035783562e-08,118485740.662,118535156.25
118560253.143,1.82064741759e-09,6.82705670502e-09,118535545.349,118584960.938
118610057.831,2.32989418994e-09,1.13206872939e-08,118585350.037,118634765.625
118659862.518,1.9777795799e-09,1.01629518878e-08,118635154.724,118684570.312
118709667.206,1.8514593081e-09,2.33375526846e-08,118684959.412,118734375
118759471.893,1.68641111676e-09,8.50801468501e-09,118734764.099,118784179.688
118809276.581,2.12299310448e-09,2.10732809505e-08,118784568.787,118833984.375
118859081.268,1.65261646059e-09,6.5142888669e-09,118834373.474,118883789.062
118908885.956,2.33718353019e-09,2.2995614737e-08,118884178.162,118933593.75
118958690.643,1.8435237406e-09,9.23005911038e-09,118933982.849,118983398.438
119008495.331,2.31077446826e-09,1.70499786415e-08,118983787.537,119033203.125
119058300.018,2.47849577239e-09,1.33511999834e-08,119033592.224,119083007.812
119108104.706,3.01562853978e-09,4.31191568789e-08,119083396.912,119132812.5
119157909.393,2.72500228266e-09,1.24647490169e-08,119133201.599,119182617.188
119207714.081,3.63069806046e-09,1.92847680662e-08,119183006.287,119232421.875
119257518.768,2.74487656699e-09,1.39157011769e-08,119232810.974,119282226.562
119307323.456,2.84774955439e-09,2.91898853258e-08,119282615.662,119332031.25
119357128.143,2.80244863083e-09,2.31281182703e-08,119332420.349,119381835.938
119406932.831,2.360344232e-09,1.61534447308e-08,119382225.037,119431640.625
119456737.518,1.96879936102e-09,7.69034620568e-09,119432029.724,119481445.312
119506542.206,2.68798790838e-09,1.74356031556e-08,119481834.412,119531250
119556346.893,2.65606554471e-09,1.68601389356e-08,119531639.099,119581054.688
119606151.581,3.71971094886e-09,2.50602070903e-08,119581443.787,119630859.375
119655956.268,3.09840349535e-09,1.94069616321e-08,119631248.474,119680664.062
119705760.956,4.1582704019e-09,4.61627432195e-08,119681053.162,119730468.75
119755565.643,4.45220242913e-09,3.75648561558e-08,119730857.849,119780273.438
119805370.331,5.16693105941e-09,4.88272257195e-08,119780662.537,119830078.125
119855175.018,7.61889025321e-09,4.25775043867e-08,119830467.224,119879882.812
119904979.706,9.25480071341e-09,6.64983079561e-08,119880271.912,119929687.5
119954784.393,8.16610329862e-09,4.96327110456e-08,119930076.599,119979492.188
120004589.081,1.94323904372e-07,1.4850756825e-05,119979881.287,120029296.875
120054393.768,1.14236257767e-08,7.79016163265e-08,120029685.974,120079101.562
120104198.456,8.47141639484e-09,5.80069752118e-08,120079490.662,120128906.25
120154003.143,8.0282387369e-09,7.08303219829e-08,120129295.349,120178710.938
120203807.831,1.04318472373e-08,5.44517159909e-08,120179100.037,120228515.625
120253612.518,7.94130031781e-09,5.42513328035e-08,120228904.724,120278320.312
120303417.206,6.72579848481e-09,3.97766606852e-08,120278709.412,120328125
120353221.893,6.19286134435e-09,3.60682480218e-08,120328514.099,120377929.688
120403026.581,5.73105755154e-09,3.18646365933e-08,120378318.787,120427734.375
120452831.268,3.50662380139e-09,4.81949925014e-08,120428123.474,120477539.062
120502635.956,3.62455039201e-09,3.24865832093e-08,120477928.162,120527343.75
120552440.643,3.21473546309e-09,2.59319077956e-08,120527732.849,120577148.438
120602245.331,2.46771511196e-09,3.21772712201e-08,120577537.537,120626953.125
120652050.018,1.68421152631e-09,7.19188447555e-09,120627342.224,120676757.812
120701854.706,2.92885863005e-09,2.7915136609e-08,120677146.912,120726562.5
120751659.393,2.72494618837e-09,2.22825065941e-08,120726951.599,120776367.188
120801464.081,2.66069993168e-09,2.27178722533e-08,120776756.287,120826171.875
120851268.768,1.88316375647e-09,7.15136198344e-09,120826560.974,120875976.562
120901073.456,2.93551113598e-09,3.814296354e-08,120876365.662,120925781.25
120950878.143,2.71206595506e-09,4.9549897603e-08,120926170.349,120975585.938
121000682.831,1.9904873655e-09,1.23814343494e-08,120975975.037,121025390.625
121050487.518,2.63656455638e-09,1.22124343598e-08,121025779.724,121075195.312
121100292.206,2.80567618978e-09,3.52519409969e-08,121075584.412,121125000
121150096.893,1.99407312126e-09,2.16925724439e-08,121125389.099,121174804.688
121199901.581,2.69386578983e-09,2.20754076162e-08,121175193.787,121224609.375
121249706.268,2.10105735639e-09,1.07812268031e-08,121224998.474,121274414.062
121299510.956,2.23924238272e-09,1.22004444501e-08,121274803.162,121324218.75
121349315.643,1.73207586373e-09,1.40204405419e-08,121324607.849,121374023.438
121399120.331,2.25530106193e-09,1.33879470266e-08,121374412.537,121423828.125
121448925.018,1.40129806366e-09,5.53979070422e-09,121424217.224,121473632.812
121498729.706,2.37111312116e-09,2.68789712119e-08,121474021.912,121523437.5
121548534.393,1.58134033811e-09,1.83353499301e-08,121523826.599,121573242.188
121598339.081,1.69248547704e-09,8.65195150149e-09,121573631.287,121623046.875
121648143.768,1.27293977829e-09,4.53166266564e-09,121623435.974,121672851.562
121697948.456,1.88555344092e-09,1.41815517257e-08,121673240.662,121722656.25
121747753.143,1.40252196783e-09,7.68130086514e-09,121723045.349,121772460.938
121797557.831,1.62225163294e-09,1.11406663286e-08,121772850.037,121822265.625
121847362.518,1.33814933773e-09,8.10835538367e-09,121822654.724,121872070.312
121897167.206,2.20941643335e-09,1.73056108104e-08,121872459.412,121921875
121946971.893,1.82250857819e-09,1.52076179056e-08,121922264.099,121971679.688
121996776.581,1.45676484993e-09,6.29777893003e-09,121972068.787,122021484.375
122046581.268,2.374559167e-09,5.34861034292e-08,122021873.474,122071289.062
122096385.956,1.71595051144e-09,1.60703896525e-08,122071678.162,122121093.75
122146190.643,1.50708416711e-09,1.0690972904e-08,122121482.849,122170898.438
122195995.331,1.45504517676e-09,7.00508817383e-09,122171287.537,122220703.125
122245800.018,1.47536129252e-09,6.47035515456e-09,122221092.224,122270507.812
122295604.706,1.85822670486e-09,2.30765996585e-08,122270896.912,122320312.5
122345409.393,1.53191336375e-09,1.41041052869e-08,122320701.599,122370117.188
122395214.081,1.71495568262e-09,8.42056288985e-09,122370506.287,122419921.875
122445018.768,1.73117742083e-09,9.79709055076e-09,122420310.974,122469726.562
122494823.456,1.41089311547e-09,1.58039944623e-08,122470115.662,122519531.25
122544628.143,1.65296314727e-09,1.53819520467e-08,122519920.349,122569335.938
122594432.831,1.47941633314e-09,6.98029232291e-09,122569725.037,122619140.625
122644237.518,1.45967894223e-09,6.50816023436e-09,122619529.724,122668945.312
122694042.206,1.66266983937e-09,1.15051586444e-08,122669334.412,122718750
122743846.893,1.63753700842e-09,1.20162544276e-08,122719139.099,122768554.688
122793651.581,1.55915229485e-09,1.21365561017e-08,122768943.787,122818359.375
122843456.268,1.40557621813e-09,6.98864230917e-09,122818748.474,122868164.062
122893260.956,1.8381880331e-09,1.83295277285e-08,122868553.162,122917968.75
122943065.643,1.52727532865e-09,1.38804933978e-08,122918357.849,122967773.438
122992870.331,2.51735683323e-09,5.0472926043e-08,122968162.537,123017578.125
123042675.018,1.74305974609e-09,7.43368337925e-09,123017967.224,123067382.812
123092479.706,1.47193273364e-09,8.32363434134e-09,123067771.912,123117187.5
123142284.393,1.67746934493e-09,9.84984799076e-09,123117576.599,123166992.188
123192089.081,1.56404970643e-09,7.77003846696e-09,123167381.287,123216796.875
123241893.768,1.61138884945e-09,1.15987540079e-08,123217185.974,123266601.562
123291698.456,1.31271138938e-09,7.01279538545e-09,123266990.662,123316406.25
123341503.143,1.4000039328e-09,8.85765069366e-09,123316795.349,123366210.938
123391307.831,1.40188309586e-09,6.61582122831e-09,123366600.037,123416015.625
123441112.518,1.60332597713e-09,1.06975238841e-08,123416404.724,123465820.312
123490917.206,1.88530674262e-09,1.59639647578e-08,123466209.412,123515625
123540721.893,1.72413618687e-09,8.34508885918e-09,123516014.099,123565429.688
123590526.581,1.28342611434e-09,5.64594610851e-09,123565818.787,123615234.375
123640331.268,1.48857111921e-09,8.72135526153e-09,123615623.474,123665039.062
123690135.956,1.52594056008e-09,1.69333731141e-08,123665428.162,123714843.75
123739940.643,1.27288833848e-09,5.03360010999e-09,123715232.849,123764648.438
123789745.331,1.07917899667e-09,4.75209872518e-09,123765037.537,123814453.125
123839550.018,1.44178862532e-09,6.53772327198e-09,123814842.224,123864257.812
123889354.706,1.43455655515e-09,6.45816417985e-09,123864646.912,123914062.5
123939159.393,1.35061321195e-09,7.24641348085e-09,123914451.599,123963867.188
123988964.081,1.52593394917e-09,7.61136272829e-09,123964256.287,124013671.875
124038768.768,1.53402352839e-09,1.1356964891e-08,124014060.974,124063476.562
124088573.456,1.49778601006e-09,8.6994236479e-09,124063865.662,124113281.25
124138378.143,1.53507420828e-09,8.12581860347e-09,124113670.349,124163085.938
124188182.831,1.30368899597e-09,1.14078143336e-08,124163475.037,124212890.625
124237987.518,1.09196766751e-09,5.10266248018e-09,124213279.724,124262695.312
124287792.206,1.30617781307e-09,7.91133565492e-09,124263084.412,124312500
124337596.893,1.70839536353e-09,1.11067099026e-08,124312889.099,124362304.688
124387401.581,1.35218200948e-09,5.47797855457e-09,124362693.787,124412109.375
124437206.268,9.23786382647e-10,4.23870893366e-09,124412498.474,124461914.062
124487010.956,1.35062273575e-09,9.50254066452e-09,124462303.162,124511718.75
124536815.643,1.42119195524e-09,6.63200456035e-09,124512107.849,124561523.438
124586620.331,1.52758492479e-09,6.79555142072e-09,124561912.537,124611328.125
124636425.018,1.28890547729e-09,5.18625745011e-09,124611717.224,124661132.812
124686229.706,1.53298012395e-09,9.10968583801e-09,124661521.912,124710937.5
124736034.393,1.43583035709e-09,6.05913635512e-09,124711326.599,124760742.188
124785839.081,1.2067446667e-09,5.00101853273e-09,124761131.287,124810546.875
124835643.768,1.17189378848e-09,5.98355295131e-09,124810935.974,124860351.562
124885448.456,1.21584217983e-09,9.0432223933e-09,124860740.662,124910156.25
124935253.143,1.37412212187e-09,8.393825657e-09,124910545.349,124959960.938
124985057.831,2.31836035422e-09,3.90430470548e-08,124960350.037,125009765.625
125034862.518,1.46268161826e-09,1.94806738536e-08,125010154.724,125059570.312
125084667.206,1.48994055238e-09,7.0228094066e-09,125059959.412,125109375
125134471.893,1.48366336559e-09,6.44294619658e-09,125109764.099,125159179.688
125184276.581,1.46217212507e-09,1.58113162815e-08,125159568.787,125208984.375
125234081.268,1.22461460518e-09,9.3472537271e-09,125209373.474,125258789.062
125283885.956,1.42631670872e-09,9.38788926125e-09,125259178.162,125308593.75
125333690.643,1.78751013122e-09,1.36250971127e-08,125308982.849,125358398.438
125383495.331,1.16712181892e-09,5.66429474037e-09,125358787.537,125408203.125
125433300.018,1.21540216678e-09,7.16371386649e-09,125408592.224,125458007.812
125483104.706,1.51364892503e-09,7.99294341637e-09,125458396.912,125507812.5
125532909.393,1.40060965341e-09,6.51641798965e-09,125508201.599,125557617.188
125582714.081,1.47092994342e-09,1.14478242442e-08,125558006.287,125607421.875
125632518.768,1.41319224308e-09,6.37712492407e-09,125607810.974,125657226.562
125682323.456,1.2495708686e-09,1.22409953476e-08,125657615.662,125707031.25
125732128.143,1.11670992651e-09,9.11274070489e-09,125707420.349,125756835.938
125781932.831,1.43013383898e-09,8.01275062042e-09,125757225.037,125806640.625
125831737.518,1.57654206938e-09,8.14208058693e-09,125807029.724,125856445.312
125881542.206,1.24454452026e-09,1.13348818616e-08,125856834.412,125906250
125931346.893,1.59198165832e-09,5.72591650911e-09,125906639.099,125956054.688
125981151.581,1.28236360297e-09,6.35432908095e-09,125956443.787,126005859.375
126030956.268,1.4026400145e-09,6.1990545181e-09,126006248.474,126055664.062
126080760.956,1.4847672927e-09,9.53601461399e-09,126056053.162,126105468.75
126130565.643,1.39613753967e-09,6.31346305109e-09,126105857.849,126155273.438
126180370.331,1.47789438096e-09,5.91370743082e-09,126155662.537,126205078.125
126230175.018,1.18953921689e-09,9.38237609923e-09,126205467.224,126254882.812
126279979.706,1.42033946174e-09,8.19753226179e-09,126255271.912,126304687.5
126329784.393,1.43598909527e-09,9.44892744342e-09,126305076.599,126354492.188
126379589.081,1.38579303726e-09,7.63241810438e-09,126354881.287,126404296.875
126429393.768,1.37422505107e-09,4.40448779867e-09,126404685.974,126454101.562
126479198.456,1.50377629638e-09,7.15102790943e-09,126454490.662,126503906.25
