frequency_hz,receiver_dbfs_per_bin
222858349.609,-73.792767
222858496.094,-73.605037
222858642.578,-73.355128
222858789.062,-73.473851
222858935.547,-73.682809
222859082.031,-73.788099
222859228.516,-73.693361
222859375.000,-73.721823
222859521.484,-73.697233
222859667.969,-73.846338
222859814.453,-74.203953
222859960.938,-73.849958
222860107.422,-73.618737
222860253.906,-74.089339
222860400.391,-74.032085
222860546.875,-73.778725
222860693.359,-73.611974
222860839.844,-73.896861
222860986.328,-74.051008
222861132.812,-74.238637
222861279.297,-74.004689
222861425.781,-73.817641
222861572.266,-73.959679
222861718.750,-73.847050
222861865.234,-73.348181
222862011.719,-73.245243
222862158.203,-73.476450
222862304.688,-73.477302
222862451.172,-73.694703
222862597.656,-73.914228
222862744.141,-73.996248
222862890.625,-74.106676
222863037.109,-74.229585
222863183.594,-74.197575
222863330.078,-74.146393
222863476.562,-73.912189
222863623.047,-73.544908
222863769.531,-73.465849
222863916.016,-73.721672
222864062.500,-73.751088
222864208.984,-73.963255
222864355.469,-74.031791
222864501.953,-73.701730
222864648.438,-74.146678
222864794.922,-74.213356
222864941.406,-74.061649
222865087.891,-73.988657
222865234.375,-73.916422
222865380.859,-73.995281
222865527.344,-73.627252
222865673.828,-73.854017
222865820.312,-73.989868
222865966.797,-73.516571
222866113.281,-73.466956
222866259.766,-73.734172
222866406.250,-73.882355
222866552.734,-73.774002
222866699.219,-73.570156
222866845.703,-73.495661
222866992.188,-73.651294
222867138.672,-73.762476
222867285.156,-73.908893
222867431.641,-73.881838
222867578.125,-74.102246
222867724.609,-74.027583
222867871.094,-73.606652
222868017.578,-73.464802
222868164.062,-73.362922
222868310.547,-73.228209
222868457.031,-73.309138
222868603.516,-73.270835
222868750.000,-73.296539
222868896.484,-73.103239
222869042.969,-73.063353
222869189.453,-73.107565
222869335.938,-73.266782
222869482.422,-72.814833
222869628.906,-72.868719
222869775.391,-72.969182
222869921.875,-72.953003
222870068.359,-73.094110
222870214.844,-72.776627
222870361.328,-72.535563
222870507.812,-72.350726
222870654.297,-72.641930
222870800.781,-72.736274
222870947.266,-72.459792
222871093.750,-72.555979
222871240.234,-72.517001
222871386.719,-72.387477
222871533.203,-72.610224
222871679.688,-72.537731
222871826.172,-72.657199
222871972.656,-72.909469
222872119.141,-72.953677
222872265.625,-73.065137
222872412.109,-72.913738
222872558.594,-72.611215
222872705.078,-72.488466
222872851.562,-72.505943
222872998.047,-72.575352
222873144.531,-72.634850
222873291.016,-72.553456
222873437.500,-72.693939
222873583.984,-72.745198
222873730.469,-72.713257
222873876.953,-72.880575
222874023.438,-72.741460
222874169.922,-72.374000
222874316.406,-72.245328
222874462.891,-72.331916
222874609.375,-72.387092
222874755.859,-72.290157
222874902.344,-72.075886
222875048.828,-71.990053
222875195.312,-72.266099
222875341.797,-72.424283
222875488.281,-72.638721
222875634.766,-72.830433
222875781.250,-73.120371
222875927.734,-73.463301
222876074.219,-73.197866
222876220.703,-73.115071
222876367.188,-72.989314
222876513.672,-72.504627
222876660.156,-72.360806
222876806.641,-72.610509
222876953.125,-72.780218
222877099.609,-72.698280
222877246.094,-72.724790
222877392.578,-72.660867
222877539.062,-73.060276
222877685.547,-73.468155
222877832.031,-73.411276
222877978.516,-72.971644
222878125.000,-72.926913
222878271.484,-72.979532
222878417.969,-72.682924
222878564.453,-72.513693
222878710.938,-72.707339
222878857.422,-72.954817
222879003.906,-73.283783
222879150.391,-73.146575
222879296.875,-73.441622
222879443.359,-73.657745
222879589.844,-73.340014
222879736.328,-73.244566
222879882.812,-73.168215
222880029.297,-72.958577
222880175.781,-72.971783
222880322.266,-73.146884
222880468.750,-72.924907
222880615.234,-72.652608
222880761.719,-72.853771
222880908.203,-73.035028
222881054.688,-73.028610
222881201.172,-73.049812
222881347.656,-72.903456
222881494.141,-73.047898
222881640.625,-73.376817
222881787.109,-73.457786
222881933.594,-73.302894
222882080.078,-73.214799
222882226.562,-73.368974
222882373.047,-73.307708
222882519.531,-73.512030
222882666.016,-73.776718
222882812.500,-73.478203
222882958.984,-73.428849
222883105.469,-73.321701
222883251.953,-73.177819
222883398.438,-73.338658
222883544.922,-73.575296
222883691.406,-73.755365
222883837.891,-73.688119
222883984.375,-73.581255
222884130.859,-73.802668
222884277.344,-73.555906
222884423.828,-73.609712
222884570.312,-73.612339
222884716.797,-73.682613
222884863.281,-73.700829
222885009.766,-73.613076
222885156.250,-73.507494
222885302.734,-73.581317
222885449.219,-73.398839
222885595.703,-73.374093
222885742.188,-73.597891
222885888.672,-73.940282
222886035.156,-74.053633
222886181.641,-74.052249
222886328.125,-73.955831
222886474.609,-73.930550
222886621.094,-74.031400
222886767.578,-73.702138
222886914.062,-73.777882
222887060.547,-73.783267
222887207.031,-73.891458
222887353.516,-73.739232
222887500.000,-73.689316
222887646.484,-73.796096
222887792.969,-73.839999
222887939.453,-73.650850
222888085.938,-73.447097
222888232.422,-73.604327
222888378.906,-73.461942
222888525.391,-73.199674
222888671.875,-73.104949
222888818.359,-73.075378
222888964.844,-73.269346
222889111.328,-73.556546
222889257.812,-73.768331
222889404.297,-73.506451
222889550.781,-73.613376
222889697.266,-73.519397
222889843.750,-73.574297
222889990.234,-73.618650
222890136.719,-73.649329
222890283.203,-73.160410
222890429.688,-73.395352
222890576.172,-73.344022
222890722.656,-73.211679
222890869.141,-73.227800
222891015.625,-73.298290
222891162.109,-73.141175
222891308.594,-73.703904
222891455.078,-73.877406
222891601.562,-73.674675
222891748.047,-73.586185
222891894.531,-73.621199
222892041.016,-74.043833
222892187.500,-73.785493
222892333.984,-73.520992
222892480.469,-73.693774
222892626.953,-73.884216
222892773.438,-74.046811
222892919.922,-73.815998
222893066.406,-73.961204
222893212.891,-73.978577
222893359.375,-74.021866
222893505.859,-74.127460
222893652.344,-74.229583
222893798.828,-74.157041
222893945.312,-74.017825
222894091.797,-74.257503
222894238.281,-74.478328
222894384.766,-73.975170
222894531.250,-73.621676
222894677.734,-73.860677
222894824.219,-73.998197
222894970.703,-74.178338
222895117.188,-73.922756
222895263.672,-73.659057
222895410.156,-73.926730
222895556.641,-74.134526
222895703.125,-74.130770
222895849.609,-74.147295
222895996.094,-74.108529
222896142.578,-74.376914
222896289.062,-74.441396
222896435.547,-74.452307
222896582.031,-74.540861
222896728.516,-74.332631
222896875.000,-74.416517
222897021.484,-74.360176
222897167.969,-74.136550
222897314.453,-74.416689
222897460.938,-74.738286
222897607.422,-74.338707
222897753.906,-74.322273
222897900.391,-74.392428
222898046.875,-74.356418
222898193.359,-74.465031
222898339.844,-74.722352
222898486.328,-74.632866
222898632.812,-74.589834
222898779.297,-74.444615
222898925.781,-74.279503
222899072.266,-74.590307
222899218.750,-74.463612
222899365.234,-74.689818
222899511.719,-74.864066
222899658.203,-74.907772
222899804.688,-75.052369
222899951.172,-75.047542
222900097.656,-75.102027
222900244.141,-75.444839
222900390.625,-75.151141
222900537.109,-74.811870
222900683.594,-74.897950
222900830.078,-74.734380
222900976.562,-74.577975
222901123.047,-74.565336
222901269.531,-74.638990
222901416.016,-74.787925
222901562.500,-74.919772
222901708.984,-74.892937
222901855.469,-74.853694
222902001.953,-75.174096
222902148.438,-75.154531
222902294.922,-75.037773
222902441.406,-74.991366
222902587.891,-75.002049
222902734.375,-75.091001
222902880.859,-75.106634
222903027.344,-74.935073
222903173.828,-74.912119
222903320.312,-74.979864
222903466.797,-74.763085
222903613.281,-75.054908
222903759.766,-75.283132
222903906.250,-75.461783
222904052.734,-75.135089
222904199.219,-74.987049
222904345.703,-75.036559
222904492.188,-75.049803
222904638.672,-75.259873
222904785.156,-75.488009
222904931.641,-75.760630
222905078.125,-75.629767
222905224.609,-75.493172
222905371.094,-75.353646
222905517.578,-75.325187
222905664.062,-75.215958
222905810.547,-75.308509
222905957.031,-75.479549
222906103.516,-75.524496
222906250.000,-75.659047
222906396.484,-75.211629
222906542.969,-74.963329
222906689.453,-75.133557
222906835.938,-75.420655
222906982.422,-75.242277
222907128.906,-75.205841
222907275.391,-75.161823
222907421.875,-75.083898
222907568.359,-75.347295
222907714.844,-75.128134
222907861.328,-75.072584
222908007.812,-75.275149
222908154.297,-75.081121
222908300.781,-75.064586
222908447.266,-74.922706
222908593.750,-74.893547
222908740.234,-74.785501
222908886.719,-74.717918
222909033.203,-74.912784
222909179.688,-75.065538
222909326.172,-75.429564
222909472.656,-75.294585
222909619.141,-75.095244
222909765.625,-75.053897
222909912.109,-74.778573
222910058.594,-74.958814
222910205.078,-75.178461
222910351.562,-75.123348
222910498.047,-74.954312
222910644.531,-75.095952
222910791.016,-75.087756
222910937.500,-75.141453
222911083.984,-75.428768
222911230.469,-75.025605
222911376.953,-75.072993
222911523.438,-74.827866
222911669.922,-75.036570
222911816.406,-74.913329
222911962.891,-74.874975
222912109.375,-74.883757
222912255.859,-74.709860
222912402.344,-74.701023
222912548.828,-74.759856
222912695.312,-74.491674
222912841.797,-74.390984
222912988.281,-74.523782
222913134.766,-74.260663
222913281.250,-74.568781
222913427.734,-74.876178
222913574.219,-74.800184
222913720.703,-74.683615
222913867.188,-74.483798
222914013.672,-74.378445
222914160.156,-74.282649
222914306.641,-74.467600
222914453.125,-74.623353
222914599.609,-74.624247
222914746.094,-74.725008
222914892.578,-74.483201
222915039.062,-74.490461
222915185.547,-74.762020
222915332.031,-74.263513
222915478.516,-74.086512
222915625.000,-74.466518
222915771.484,-74.834439
222915917.969,-73.969938
222916064.453,-72.996110
222916210.938,-71.755873
222916357.422,-70.868698
222916503.906,-70.403583
222916650.391,-70.448157
222916796.875,-70.773321
222916943.359,-71.773932
222917089.844,-73.003167
222917236.328,-73.480037
222917382.812,-73.928322
222917529.297,-74.029780
222917675.781,-73.903170
222917822.266,-73.886763
222917968.750,-74.178887
222918115.234,-74.105987
222918261.719,-74.054610
222918408.203,-73.971011
222918554.688,-73.978869
222918701.172,-74.049513
222918847.656,-74.275833
222918994.141,-74.523916
222919140.625,-74.482296
222919287.109,-74.518160
222919433.594,-74.671704
222919580.078,-74.921383
222919726.562,-74.815957
222919873.047,-74.507751
222920019.531,-74.643819
222920166.016,-74.472806
222920312.500,-74.160455
222920458.984,-73.687038
222920605.469,-73.470061
222920751.953,-73.430406
222920898.438,-73.781460
222921044.922,-73.770649
222921191.406,-73.724414
222921337.891,-73.856392
222921484.375,-73.964931
222921630.859,-73.762276
222921777.344,-73.863903
222921923.828,-73.667647
222922070.312,-74.077503
222922216.797,-73.878338
222922363.281,-73.962436
222922509.766,-73.973628
222922656.250,-74.182856
222922802.734,-74.400192
222922949.219,-74.404843
222923095.703,-74.164117
222923242.188,-74.043618
222923388.672,-74.174996
222923535.156,-74.116903
222923681.641,-74.170964
222923828.125,-74.174407
222923974.609,-73.969930
222924121.094,-73.925537
222924267.578,-74.082476
222924414.062,-73.992522
222924560.547,-74.218736
222924707.031,-74.103780
222924853.516,-74.247224
222925000.000,-74.199943
222925146.484,-74.056303
222925292.969,-74.040652
222925439.453,-74.530308
222925585.938,-74.538206
222925732.422,-74.567328
222925878.906,-74.495046
222926025.391,-74.460832
222926171.875,-74.578888
222926318.359,-74.176232
222926464.844,-73.331500
222926611.328,-73.266345
222926757.812,-73.519682
222926904.297,-73.594788
222927050.781,-73.491291
222927197.266,-73.909019
222927343.750,-74.150000
222927490.234,-74.374163
222927636.719,-74.391344
222927783.203,-74.269354
222927929.688,-74.294829
222928076.172,-74.189206
222928222.656,-73.909634
222928369.141,-73.715928
222928515.625,-73.811190
222928662.109,-73.843404
222928808.594,-73.617592
222928955.078,-73.779139
222929101.562,-74.149342
222929248.047,-73.934656
222929394.531,-73.906734
222929541.016,-74.237908
222929687.500,-74.331592
222929833.984,-74.404432
222929980.469,-74.610491
222930126.953,-74.445585
222930273.438,-74.008754
222930419.922,-73.957745
222930566.406,-74.030267
222930712.891,-73.994336
222930859.375,-74.051945
222931005.859,-74.012909
222931152.344,-74.080657
222931298.828,-74.057052
222931445.312,-74.112012
222931591.797,-74.111828
222931738.281,-73.748339
222931884.766,-73.889803
222932031.250,-73.783320
222932177.734,-73.721100
222932324.219,-73.447600
222932470.703,-73.257486
222932617.188,-73.202946
222932763.672,-73.217200
222932910.156,-73.434096
222933056.641,-73.440347
222933203.125,-73.318438
222933349.609,-73.006758
222933496.094,-72.931645
222933642.578,-73.301718
222933789.062,-73.509868
222933935.547,-73.525963
222934082.031,-73.623812
222934228.516,-73.679434
222934375.000,-73.421464
222934521.484,-73.235411
222934667.969,-73.245151
222934814.453,-73.075298
222934960.938,-73.068773
222935107.422,-73.078408
222935253.906,-72.755783
222935400.391,-73.056212
222935546.875,-73.364973
222935693.359,-73.045176
222935839.844,-73.137144
222935986.328,-73.024122
222936132.812,-72.977128
222936279.297,-73.273633
222936425.781,-73.487307
222936572.266,-73.193450
222936718.750,-73.266006
222936865.234,-73.320007
222937011.719,-73.326569
222937158.203,-73.235613
222937304.688,-73.201886
222937451.172,-73.178953
222937597.656,-73.396609
222937744.141,-73.414692
222937890.625,-73.363905
222938037.109,-73.312895
222938183.594,-73.293502
222938330.078,-73.521537
222938476.562,-73.385014
222938623.047,-73.363316
222938769.531,-73.619672
222938916.016,-73.606068
222939062.500,-73.735869
222939208.984,-73.941578
222939355.469,-73.914279
222939501.953,-73.697846
222939648.438,-73.850833
222939794.922,-73.877697
222939941.406,-73.537462
222940087.891,-73.586118
222940234.375,-73.869753
222940380.859,-73.852031
222940527.344,-73.901523
222940673.828,-73.865940
222940820.312,-73.868044
222940966.797,-73.849361
222941113.281,-74.011375
222941259.766,-74.189877
222941406.250,-74.279581
222941552.734,-74.115589
222941699.219,-74.278021
222941845.703,-74.259992
222941992.188,-74.462440
222942138.672,-74.207667
222942285.156,-74.177561
222942431.641,-74.095780
222942578.125,-74.193668
222942724.609,-74.140594
222942871.094,-74.161702
222943017.578,-74.006644
222943164.062,-74.194799
222943310.547,-74.090535
222943457.031,-73.986740
222943603.516,-74.065402
222943750.000,-74.470998
222943896.484,-74.199623
222944042.969,-73.893445
222944189.453,-73.910818
222944335.938,-74.142120
222944482.422,-74.022992
222944628.906,-74.395743
222944775.391,-74.331086
222944921.875,-74.388296
222945068.359,-74.292022
222945214.844,-74.572514
222945361.328,-74.798595
222945507.812,-74.742702
222945654.297,-74.489314
222945800.781,-74.468415
222945947.266,-74.215042
222946093.750,-74.183710
222946240.234,-74.585522
222946386.719,-74.440304
222946533.203,-74.370263
222946679.688,-74.632672
222946826.172,-74.555283
222946972.656,-74.656243
222947119.141,-74.637434
222947265.625,-74.515781
222947412.109,-74.746463
222947558.594,-75.059030
222947705.078,-75.254490
222947851.562,-75.012886
222947998.047,-75.087360
222948144.531,-74.964760
222948291.016,-74.886980
222948437.500,-74.726645
222948583.984,-74.644030
222948730.469,-74.679177
222948876.953,-74.566687
222949023.438,-74.513970
222949169.922,-74.610607
222949316.406,-74.680911
222949462.891,-74.936130
222949609.375,-74.734836
222949755.859,-74.740573
222949902.344,-74.602197
222950048.828,-74.773898
222950195.312,-74.553950
222950341.797,-74.199389
222950488.281,-74.301426
222950634.766,-74.534893
222950781.250,-74.691813
222950927.734,-74.539291
222951074.219,-74.494724
222951220.703,-74.691781
222951367.188,-74.531697
222951513.672,-74.509427
222951660.156,-74.557833
222951806.641,-74.219731
222951953.125,-74.231615
222952099.609,-74.467140
222952246.094,-74.300596
222952392.578,-74.270473
222952539.062,-74.255966
222952685.547,-74.399441
222952832.031,-74.341890
222952978.516,-74.002609
222953125.000,-73.990249
222953271.484,-73.996623
222953417.969,-74.387940
222953564.453,-74.488726
222953710.938,-74.679529
222953857.422,-74.482136
222954003.906,-74.515512
222954150.391,-74.031990
222954296.875,-73.856385
222954443.359,-74.258581
222954589.844,-74.194501
222954736.328,-74.203314
222954882.812,-74.232404
222955029.297,-74.027550
222955175.781,-74.189630
222955322.266,-74.235907
222955468.750,-74.197118
222955615.234,-74.217853
222955761.719,-74.721574
222955908.203,-74.829738
222956054.688,-74.869000
222956201.172,-74.879628
222956347.656,-74.867252
222956494.141,-74.919341
222956640.625,-74.723716
222956787.109,-74.266355
222956933.594,-74.456830
222957080.078,-74.708125
222957226.562,-74.469839
222957373.047,-74.195789
222957519.531,-74.494028
222957666.016,-74.754862
222957812.500,-74.706145
222957958.984,-74.821302
222958105.469,-74.652830
222958251.953,-74.399130
222958398.438,-74.590390
222958544.922,-74.480038
222958691.406,-74.649855
222958837.891,-74.952398
222958984.375,-74.521491
222959130.859,-74.306694
222959277.344,-74.355206
222959423.828,-74.192731
222959570.312,-74.557366
222959716.797,-74.809266
222959863.281,-74.682386
222960009.766,-74.612078
222960156.250,-74.700118
222960302.734,-74.685743
222960449.219,-74.426582
222960595.703,-74.430190
222960742.188,-74.797199
222960888.672,-74.718569
222961035.156,-74.803665
222961181.641,-74.594738
222961328.125,-74.944391
222961474.609,-74.907200
222961621.094,-74.492640
222961767.578,-74.474192
222961914.062,-74.666726
222962060.547,-74.569085
222962207.031,-74.598996
222962353.516,-74.778351
222962500.000,-74.376735
222962646.484,-74.566621
222962792.969,-74.888488
222962939.453,-74.950488
222963085.938,-75.174374
222963232.422,-75.083625
222963378.906,-74.914779
222963525.391,-75.089896
222963671.875,-74.846702
222963818.359,-74.961968
222963964.844,-74.899009
222964111.328,-74.758331
222964257.812,-74.977856
222964404.297,-75.090497
222964550.781,-75.162366
222964697.266,-75.003088
222964843.750,-75.025188
222964990.234,-74.986198
222965136.719,-75.323301
222965283.203,-75.033141
222965429.688,-74.814543
222965576.172,-74.607902
222965722.656,-74.588138
222965869.141,-74.617474
222966015.625,-74.849781
222966162.109,-74.815196
222966308.594,-75.065793
222966455.078,-74.890589
222966601.562,-75.102886
222966748.047,-74.993416
222966894.531,-74.786804
222967041.016,-75.015181
222967187.500,-75.329393
222967333.984,-75.325975
222967480.469,-75.357136
222967626.953,-75.270886
222967773.438,-74.832499
222967919.922,-75.070331
222968066.406,-75.136917
222968212.891,-75.049899
222968359.375,-75.157966
222968505.859,-75.312821
222968652.344,-75.206936
222968798.828,-75.139305
222968945.312,-75.037643
222969091.797,-75.082293
222969238.281,-75.073214
222969384.766,-74.970558
222969531.250,-75.138732
222969677.734,-75.025607
222969824.219,-75.170504
222969970.703,-75.056890
222970117.188,-75.011568
222970263.672,-75.171431
222970410.156,-75.158126
222970556.641,-74.993759
222970703.125,-74.812349
222970849.609,-74.858737
222970996.094,-75.046802
222971142.578,-75.071616
222971289.062,-74.669946
222971435.547,-74.529578
222971582.031,-74.448967
222971728.516,-74.549507
222971875.000,-74.634801
222972021.484,-74.936355
222972167.969,-75.326480
222972314.453,-75.263374
222972460.938,-74.997013
222972607.422,-74.906006
222972753.906,-74.997422
222972900.391,-74.884468
222973046.875,-74.962110
222973193.359,-74.843362
222973339.844,-74.884039
222973486.328,-74.948564
222973632.812,-74.673370
222973779.297,-74.457357
222973925.781,-74.610768
222974072.266,-74.834944
222974218.750,-75.148616
222974365.234,-75.069021
222974511.719,-74.911777
222974658.203,-74.758294
222974804.688,-74.827107
222974951.172,-74.776317
222975097.656,-74.435530
222975244.141,-74.346593
222975390.625,-74.803260
222975537.109,-74.643106
222975683.594,-74.452205
222975830.078,-74.457796
222975976.562,-74.436244
222976123.047,-74.448881
222976269.531,-74.399964
222976416.016,-74.481910
222976562.500,-74.745651
222976708.984,-74.941247
222976855.469,-74.892809
222977001.953,-75.014246
222977148.438,-75.085561
222977294.922,-74.756116
222977441.406,-74.619867
222977587.891,-74.581353
222977734.375,-74.691820
222977880.859,-74.694178
222978027.344,-74.425917
222978173.828,-74.225835
222978320.312,-74.422103
222978466.797,-74.446213
222978613.281,-74.685662
222978759.766,-74.287231
222978906.250,-74.208494
222979052.734,-74.165010
222979199.219,-74.036887
222979345.703,-74.011048
222979492.188,-74.163912
222979638.672,-74.117221
222979785.156,-73.932839
222979931.641,-74.204618
222980078.125,-73.948610
222980224.609,-73.927533
222980371.094,-74.450653
222980517.578,-74.358578
222980664.062,-74.565015
222980810.547,-74.426943
222980957.031,-74.088482
222981103.516,-74.668795
222981250.000,-75.001436
222981396.484,-74.901632
222981542.969,-74.713371
222981689.453,-74.533783
222981835.938,-74.361183
222981982.422,-74.158135
222982128.906,-74.189721
222982275.391,-74.177017
222982421.875,-74.232977
222982568.359,-74.248000
222982714.844,-74.318419
222982861.328,-74.660530
222983007.812,-74.391001
222983154.297,-74.026938
222983300.781,-74.106584
222983447.266,-73.823428
222983593.750,-73.959994
222983740.234,-73.817599
222983886.719,-73.525795
222984033.203,-73.294115
222984179.688,-73.496989
222984326.172,-73.441420
222984472.656,-73.511415
222984619.141,-73.762266
222984765.625,-74.016894
222984912.109,-73.929638
222985058.594,-73.906470
222985205.078,-74.227085
222985351.562,-74.278964
222985498.047,-74.458928
222985644.531,-74.409915
222985791.016,-74.409422
222985937.500,-74.132060
222986083.984,-73.958430
222986230.469,-73.849078
222986376.953,-74.001932
222986523.438,-74.197118
222986669.922,-74.271909
222986816.406,-74.129110
222986962.891,-74.384766
222987109.375,-74.311558
222987255.859,-74.409347
222987402.344,-74.545078
222987548.828,-74.411696
222987695.312,-74.382936
222987841.797,-74.374507
222987988.281,-74.393385
222988134.766,-74.431987
222988281.250,-74.025277
222988427.734,-73.921506
222988574.219,-74.000462
222988720.703,-74.171702
222988867.188,-74.199014
222989013.672,-74.358527
222989160.156,-74.406118
222989306.641,-74.511558
222989453.125,-74.493335
222989599.609,-74.392213
222989746.094,-74.376729
222989892.578,-74.404203
222990039.062,-74.500120
222990185.547,-74.527072
222990332.031,-74.422652
222990478.516,-74.064568
222990625.000,-74.238101
222990771.484,-74.510756
222990917.969,-74.442219
222991064.453,-74.470213
222991210.938,-74.302868
222991357.422,-74.396934
222991503.906,-74.650435
222991650.391,-74.415440
222991796.875,-74.050832
222991943.359,-74.148748
222992089.844,-74.473166
222992236.328,-74.110526
222992382.812,-73.744835
222992529.297,-73.847507
222992675.781,-73.937370
222992822.266,-74.294517
222992968.750,-74.296165
222993115.234,-74.222702
222993261.719,-73.832111
222993408.203,-73.614081
222993554.688,-74.174295
222993701.172,-74.438533
222993847.656,-74.210692
222993994.141,-74.310683
222994140.625,-74.219774
222994287.109,-74.181904
222994433.594,-73.964881
222994580.078,-73.733544
222994726.562,-73.527790
222994873.047,-73.710875
222995019.531,-73.648468
222995166.016,-73.592517
222995312.500,-73.197423
222995458.984,-73.395640
222995605.469,-73.492932
222995751.953,-73.698689
222995898.438,-73.872328
222996044.922,-73.775622
222996191.406,-73.653931
222996337.891,-73.619120
222996484.375,-73.491350
222996630.859,-73.218772
222996777.344,-73.475495
222996923.828,-73.652416
222997070.312,-73.710339
222997216.797,-73.819505
222997363.281,-73.673807
222997509.766,-73.705668
222997656.250,-73.736866
222997802.734,-73.606050
222997949.219,-74.009470
222998095.703,-74.219940
222998242.188,-73.804707
222998388.672,-73.779639
222998535.156,-73.824086
222998681.641,-73.994369
222998828.125,-73.371947
222998974.609,-73.303728
222999121.094,-73.435641
222999267.578,-73.351912
222999414.062,-73.100046
222999560.547,-72.816959
222999707.031,-72.760996
222999853.516,-72.742642
223000000.000,-73.222595
223000146.484,-73.561268
223000292.969,-73.548745
223000439.453,-73.504784
223000585.938,-73.775421
223000732.422,-74.273094
223000878.906,-74.278380
223001025.391,-74.098686
223001171.875,-74.241790
223001318.359,-74.073612
223001464.844,-73.950947
223001611.328,-74.260955
223001757.812,-74.019480
223001904.297,-74.025668
223002050.781,-74.155031
223002197.266,-74.319345
223002343.750,-74.176634
223002490.234,-74.115622
223002636.719,-74.249767
223002783.203,-74.386530
223002929.688,-74.525072
223003076.172,-74.678065
223003222.656,-74.639769
223003369.141,-74.644522
223003515.625,-74.468320
223003662.109,-74.517739
223003808.594,-74.636121
223003955.078,-74.420927
223004101.562,-74.436708
223004248.047,-74.386129
223004394.531,-74.433121
223004541.016,-74.812925
223004687.500,-74.807408
223004833.984,-74.599219
223004980.469,-74.669020
223005126.953,-74.983339
223005273.438,-74.651381
223005419.922,-74.885733
223005566.406,-74.840081
223005712.891,-74.810099
223005859.375,-74.785401
223006005.859,-74.608411
223006152.344,-74.903911
223006298.828,-74.761247
223006445.312,-74.707351
223006591.797,-74.911523
223006738.281,-74.518780
223006884.766,-74.464096
223007031.250,-74.629282
223007177.734,-74.524005
223007324.219,-74.703774
223007470.703,-75.105100
223007617.188,-75.080632
223007763.672,-74.996672
223007910.156,-74.849392
223008056.641,-74.924517
223008203.125,-74.976612
223008349.609,-75.116645
223008496.094,-74.999626
223008642.578,-75.088798
223008789.062,-74.995975
223008935.547,-75.023267
223009082.031,-74.988679
223009228.516,-75.095477
223009375.000,-75.023973
223009521.484,-74.959964
223009667.969,-75.102776
223009814.453,-75.108339
223009960.938,-75.369000
223010107.422,-75.350629
223010253.906,-75.013152
223010400.391,-74.989050
223010546.875,-75.428562
223010693.359,-75.487591
223010839.844,-74.793619
223010986.328,-74.859224
223011132.812,-75.232373
223011279.297,-75.333638
223011425.781,-75.526989
223011572.266,-75.506564
223011718.750,-75.726447
223011865.234,-75.411038
223012011.719,-75.370816
223012158.203,-75.211826
223012304.688,-75.167233
223012451.172,-75.258794
223012597.656,-75.151766
223012744.141,-75.168771
223012890.625,-75.402204
223013037.109,-75.180798
223013183.594,-75.011690
223013330.078,-75.210708
223013476.562,-75.354906
223013623.047,-75.314327
223013769.531,-75.242354
223013916.016,-75.480587
223014062.500,-75.231312
223014208.984,-75.071587
223014355.469,-75.166792
223014501.953,-75.317914
223014648.438,-75.154265
223014794.922,-75.096937
223014941.406,-74.878008
223015087.891,-74.722079
223015234.375,-74.723952
223015380.859,-74.532732
223015527.344,-74.543218
223015673.828,-74.860653
223015820.312,-74.778806
223015966.797,-74.709076
223016113.281,-74.957011
223016259.766,-75.057885
223016406.250,-74.856805
223016552.734,-74.909129
223016699.219,-74.889035
223016845.703,-75.043478
223016992.188,-75.035564
223017138.672,-75.085253
223017285.156,-74.980905
223017431.641,-75.232859
223017578.125,-75.278350
223017724.609,-74.833342
223017871.094,-74.844668
223018017.578,-75.161125
223018164.062,-75.136589
223018310.547,-74.932089
223018457.031,-74.941106
223018603.516,-75.161729
223018750.000,-75.118321
223018896.484,-74.666033
223019042.969,-74.555481
223019189.453,-74.213466
223019335.938,-74.181271
223019482.422,-74.531450
223019628.906,-74.706885
223019775.391,-75.081226
223019921.875,-75.179027
223020068.359,-74.759170
223020214.844,-73.859956
223020361.328,-73.027171
223020507.812,-72.343253
223020654.297,-71.807483
223020800.781,-71.555817
223020947.266,-72.077499
223021093.750,-73.069898
223021240.234,-73.905799
223021386.719,-74.759860
223021533.203,-75.056132
223021679.688,-75.193940
223021826.172,-74.948877
223021972.656,-74.743011
223022119.141,-74.684403
223022265.625,-75.012353
223022412.109,-75.244629
223022558.594,-74.976614
223022705.078,-75.097467
223022851.562,-75.282355
223022998.047,-75.154716
223023144.531,-75.228369
223023291.016,-75.113599
223023437.500,-74.929704
223023583.984,-74.776758
223023730.469,-74.873503
223023876.953,-74.903125
223024023.438,-74.822443
223024169.922,-75.041074
223024316.406,-74.839052
223024462.891,-74.811598
223024609.375,-75.101891
223024755.859,-75.081636
223024902.344,-75.233086
223025048.828,-75.273908
223025195.312,-75.000936
223025341.797,-75.450167
223025488.281,-75.524825
223025634.766,-75.397168
223025781.250,-75.509227
223025927.734,-75.465807
223026074.219,-75.659825
223026220.703,-75.367486
223026367.188,-75.163075
223026513.672,-75.134870
223026660.156,-75.060801
223026806.641,-75.408526
223026953.125,-75.281727
223027099.609,-75.372350
223027246.094,-75.052887
223027392.578,-74.871890
223027539.062,-75.173430
223027685.547,-75.396847
223027832.031,-75.320752
223027978.516,-75.062895
223028125.000,-74.909473
223028271.484,-75.086171
223028417.969,-75.079580
223028564.453,-75.147466
223028710.938,-75.370699
