view,offset_hz,tx_on_receiver_db_per_hz,rf_off_receiver_db_per_hz
target,-15939.331,-82.693807,-102.435833
target,-15930.176,-83.975580,-103.579673
target,-15921.021,-83.988358,-102.661965
target,-15911.865,-83.784962,-102.076485
target,-15902.710,-82.837994,-102.376219
target,-15893.555,-83.701269,-104.945850
target,-15884.399,-83.693025,-105.105896
target,-15875.244,-83.586068,-104.528290
target,-15866.089,-83.317854,-105.481824
target,-15856.934,-82.988800,-104.761334
target,-15847.778,-81.940108,-104.267188
target,-15838.623,-82.738946,-104.687461
target,-15829.468,-82.773702,-104.079264
target,-15820.312,-81.355978,-103.152589
target,-15811.157,-82.670813,-103.296390
target,-15802.002,-82.743837,-103.500547
target,-15792.847,-81.232259,-102.722186
target,-15783.691,-81.501651,-103.822732
target,-15774.536,-82.391224,-103.631638
target,-15765.381,-81.409633,-105.040945
target,-15756.226,-81.765916,-103.647810
target,-15747.070,-82.626519,-103.089994
target,-15737.915,-82.115057,-102.936535
target,-15728.760,-81.651815,-104.542708
target,-15719.604,-82.578057,-105.012756
target,-15710.449,-82.627934,-104.391981
target,-15701.294,-83.202212,-104.981184
target,-15692.139,-80.611732,-104.942002
target,-15682.983,-81.749557,-103.545288
target,-15673.828,-81.108284,-102.281530
target,-15664.673,-79.815152,-103.593865
target,-15655.518,-80.877078,-103.781197
target,-15646.362,-81.199879,-103.056510
target,-15637.207,-81.743427,-103.261957
target,-15628.052,-80.400845,-103.714563
target,-15618.896,-80.424747,-103.608402
target,-15609.741,-81.157294,-104.094239
target,-15600.586,-80.865230,-103.318526
target,-15591.431,-80.095712,-102.889424
target,-15582.275,-79.755804,-105.161484
target,-15573.120,-79.421221,-104.235799
target,-15563.965,-80.558484,-103.750722
target,-15554.810,-80.693141,-103.630644
target,-15545.654,-81.017930,-102.983501
target,-15536.499,-81.072409,-102.496258
target,-15527.344,-79.400130,-103.817441
target,-15518.188,-78.312737,-103.829013
target,-15509.033,-78.701521,-103.687515
target,-15499.878,-78.619832,-103.518753
target,-15490.723,-79.774421,-103.746357
target,-15481.567,-79.941090,-104.780481
target,-15472.412,-79.250909,-103.860819
target,-15463.257,-79.125330,-102.927618
target,-15454.102,-79.412431,-102.311311
target,-15444.946,-79.440951,-103.259312
target,-15435.791,-80.185336,-104.736958
target,-15426.636,-80.251124,-103.825984
target,-15417.480,-80.344233,-103.139604
target,-15408.325,-79.120920,-103.000347
target,-15399.170,-78.658028,-103.070489
target,-15390.015,-80.152029,-103.451430
target,-15380.859,-80.475647,-102.697763
target,-15371.704,-80.105417,-102.279968
target,-15362.549,-80.216823,-102.660427
target,-15353.394,-79.281218,-103.039278
target,-15344.238,-79.036979,-103.388068
target,-15335.083,-79.308170,-103.344680
target,-15325.928,-80.084321,-104.983710
target,-15316.772,-79.063953,-103.490137
target,-15307.617,-78.652716,-103.107893
target,-15298.462,-77.650025,-103.487781
target,-15289.307,-78.187113,-102.921501
target,-15280.151,-79.175428,-103.030517
target,-15270.996,-80.489774,-103.813092
target,-15261.841,-82.000290,-104.838191
target,-15252.686,-78.517963,-104.141122
target,-15243.530,-79.566054,-104.989824
target,-15234.375,-80.135451,-104.211493
target,-15225.220,-79.635827,-104.463118
target,-15216.064,-79.180995,-103.854172
target,-15206.909,-78.502704,-102.998285
target,-15197.754,-80.034676,-103.625389
target,-15188.599,-81.609056,-103.553956
target,-15179.443,-80.366657,-103.011513
target,-15170.288,-79.455419,-102.922112
target,-15161.133,-78.711963,-104.217941
target,-15151.978,-78.221659,-104.091381
target,-15142.822,-78.290257,-103.971499
target,-15133.667,-78.645134,-102.715757
target,-15124.512,-79.555574,-102.618418
target,-15115.356,-78.657003,-103.535139
target,-15106.201,-79.856253,-104.895377
target,-15097.046,-80.081137,-106.691944
target,-15087.891,-80.177393,-103.322679
target,-15078.735,-80.873661,-103.393196
target,-15069.580,-80.693004,-102.739545
target,-15060.425,-80.295196,-102.561322
target,-15051.270,-79.007254,-103.524125
target,-15042.114,-79.237617,-103.332539
target,-15032.959,-78.878610,-101.865519
target,-15023.804,-78.365373,-103.091385
target,-15014.648,-78.111830,-104.532335
target,-15005.493,-78.553002,-104.278091
target,-14996.338,-79.793555,-103.527404
target,-14987.183,-80.193213,-104.275718
target,-14978.027,-79.119418,-104.798589
target,-14968.872,-78.506214,-104.005119
target,-14959.717,-77.935844,-103.781331
target,-14950.562,-77.289697,-104.917454
target,-14941.406,-78.660647,-106.177391
target,-14932.251,-79.431578,-104.300461
target,-14923.096,-77.734602,-102.992375
target,-14913.940,-79.122067,-104.113627
target,-14904.785,-79.332111,-102.954741
target,-14895.630,-78.715168,-103.528628
target,-14886.475,-77.823338,-103.637493
target,-14877.319,-78.535666,-104.211693
target,-14868.164,-79.277392,-104.670735
target,-14859.009,-78.494820,-104.915291
target,-14849.854,-77.946452,-104.435903
target,-14840.698,-77.618442,-103.272102
target,-14831.543,-77.897630,-103.651237
target,-14822.388,-78.323194,-104.550916
target,-14813.232,-78.464239,-104.550645
target,-14804.077,-79.202120,-105.237657
target,-14794.922,-79.905915,-103.676204
target,-14785.767,-79.500539,-103.542654
target,-14776.611,-77.941574,-103.809630
target,-14767.456,-79.796398,-103.028729
target,-14758.301,-79.621693,-104.221602
target,-14749.146,-78.861532,-105.145790
target,-14739.990,-77.663166,-103.552613
target,-14730.835,-78.460585,-102.944355
target,-14721.680,-78.938631,-104.099564
target,-14712.524,-79.767938,-103.921726
target,-14703.369,-80.219536,-105.130894
target,-14694.214,-79.750727,-103.832781
target,-14685.059,-78.868967,-103.919343
target,-14675.903,-78.184669,-103.967143
target,-14666.748,-78.084792,-103.694471
target,-14657.593,-78.454357,-104.177973
target,-14648.438,-77.612473,-103.140054
target,-14639.282,-76.962123,-104.036592
target,-14630.127,-77.509929,-103.341133
target,-14620.972,-78.229467,-103.583674
target,-14611.816,-78.546526,-104.850225
target,-14602.661,-77.906768,-104.841955
target,-14593.506,-78.930967,-103.218947
target,-14584.351,-79.133924,-103.601943
target,-14575.195,-78.938723,-104.001706
target,-14566.040,-79.588688,-104.368280
target,-14556.885,-79.602070,-104.674103
target,-14547.729,-79.381428,-104.973875
target,-14538.574,-81.472482,-104.646988
target,-14529.419,-78.807100,-104.731790
target,-14520.264,-78.966426,-103.929819
target,-14511.108,-77.886634,-103.623645
target,-14501.953,-77.865227,-103.284053
target,-14492.798,-78.319118,-102.852260
target,-14483.643,-79.675092,-102.309179
target,-14474.487,-79.387457,-103.799894
target,-14465.332,-78.373680,-105.495364
target,-14456.177,-78.069535,-103.792268
target,-14447.021,-78.422176,-102.064468
target,-14437.866,-78.728754,-103.836597
target,-14428.711,-79.745496,-104.812732
target,-14419.556,-80.578450,-104.189768
target,-14410.400,-80.632275,-103.493583
target,-14401.245,-79.577157,-104.135810
target,-14392.090,-80.232955,-104.762542
target,-14382.935,-79.400207,-104.245238
target,-14373.779,-79.286155,-104.777418
target,-14364.624,-78.311504,-104.582093
target,-14355.469,-78.148335,-103.968410
target,-14346.313,-79.139850,-104.151815
target,-14337.158,-80.237239,-103.986577
target,-14328.003,-80.865467,-103.361316
target,-14318.848,-80.933367,-103.375408
target,-14309.692,-79.836051,-102.831614
target,-14300.537,-79.160633,-103.724426
target,-14291.382,-78.766841,-104.250751
target,-14282.227,-78.273197,-102.911435
target,-14273.071,-78.515004,-102.768782
target,-14263.916,-81.418202,-103.594310
target,-14254.761,-80.895127,-104.240780
target,-14245.605,-80.685289,-104.065938
target,-14236.450,-79.873128,-105.179409
target,-14227.295,-79.199519,-104.517254
target,-14218.140,-79.330949,-104.266053
target,-14208.984,-81.023976,-104.452772
target,-14199.829,-79.532039,-104.133083
target,-14190.674,-79.156154,-104.557812
target,-14181.519,-79.677573,-104.316481
target,-14172.363,-81.498449,-103.281451
target,-14163.208,-81.217499,-103.292730
target,-14154.053,-80.253949,-104.560702
target,-14144.897,-80.002400,-104.537349
target,-14135.742,-80.089889,-105.350767
target,-14126.587,-81.244635,-104.006883
target,-14117.432,-80.885429,-103.208473
target,-14108.276,-81.859680,-102.865294
target,-14099.121,-81.686363,-103.251748
target,-14089.966,-82.285407,-103.263416
target,-14080.811,-83.597406,-103.238163
target,-14071.655,-83.120664,-103.295153
target,-14062.500,-81.369717,-103.038693
target,-14053.345,-81.394895,-103.566283
target,-14044.189,-82.533634,-104.390976
target,-14035.034,-82.695854,-105.814981
target,-14025.879,-81.835670,-104.054624
target,-14016.724,-82.032503,-102.979288
target,-14007.568,-82.004174,-103.233585
target,-13998.413,-81.554260,-103.938978
target,-13989.258,-81.444897,-103.935835
target,-13980.103,-82.429984,-104.407044
target,-13970.947,-82.056465,-103.444713
target,-13961.792,-82.340718,-102.995302
target,-13952.637,-81.195945,-102.756075
target,-13943.481,-81.333239,-103.782500
target,-13934.326,-82.136809,-104.852669
target,-13925.171,-81.636380,-102.712361
target,-13916.016,-81.662775,-102.899328
target,-13906.860,-83.144506,-104.703784
target,-13897.705,-82.689563,-104.268662
target,-13888.550,-81.560782,-104.018198
target,-13879.395,-82.247007,-104.793493
target,-13870.239,-82.028855,-103.941422
target,-13861.084,-82.058252,-102.526402
target,-13851.929,-82.960241,-102.861582
target,-13842.773,-83.921261,-104.049584
target,-13833.618,-82.961799,-102.917548
target,-13824.463,-83.496718,-103.975711
target,-13815.308,-83.207110,-105.280852
target,-13806.152,-83.685931,-105.155450
target,-13796.997,-83.854222,-104.601562
target,-13787.842,-83.195111,-104.864773
target,-13778.687,-84.415965,-104.952022
target,-13769.531,-85.208552,-104.975432
target,-13760.376,-84.490941,-105.859371
target,-13751.221,-83.481183,-104.093080
target,-13742.065,-86.583756,-102.412669
target,-13732.910,-86.565765,-101.663215
target,-13723.755,-85.370551,-102.373557
target,-13714.600,-85.283201,-103.260238
target,-13705.444,-85.740952,-103.746594
target,-13696.289,-85.239825,-104.768670
target,-13687.134,-85.997480,-105.045067
target,-13677.979,-85.859698,-104.489726
target,-13668.823,-86.724476,-103.352173
target,-13659.668,-86.957001,-103.758744
target,-13650.513,-85.998362,-104.931222
target,-13641.357,-85.912589,-106.236684
target,-13632.202,-85.661025,-103.113782
target,-13623.047,-85.562198,-103.080370
target,-13613.892,-86.202545,-103.619714
target,-13604.736,-85.998106,-103.236379
target,-13595.581,-85.779438,-104.767433
target,-13586.426,-87.187961,-105.373445
target,-13577.271,-87.675846,-105.213803
target,-13568.115,-86.649931,-102.964576
target,-13558.960,-86.138331,-103.963488
target,-13549.805,-87.118039,-104.976972
target,-13540.649,-87.341615,-104.429959
target,-13531.494,-88.112433,-103.257165
target,-13522.339,-89.714841,-103.690229
target,-13513.184,-89.230532,-105.018454
target,-13504.028,-90.318411,-103.693042
target,-13494.873,-88.849730,-103.124896
target,-13485.718,-88.263424,-103.422735
target,-13476.562,-88.900399,-104.526682
target,-13467.407,-88.619231,-104.575951
target,-13458.252,-88.255018,-104.709682
target,-13449.097,-90.095400,-102.948674
target,-13439.941,-91.181982,-102.572920
target,-13430.786,-90.552657,-102.866869
target,-13421.631,-91.533784,-102.686421
target,-13412.476,-91.346238,-102.835231
target,-13403.320,-90.163310,-102.183495
target,-13394.165,-90.645648,-103.384885
target,-13385.010,-90.700112,-104.786127
target,-13375.854,-92.687763,-105.047348
target,-13366.699,-92.440327,-104.412183
target,-13357.544,-91.696313,-103.157031
target,-13348.389,-92.177838,-102.514418
target,-13339.233,-92.356766,-104.443151
target,-13330.078,-91.886818,-105.459552
target,-13320.923,-91.143855,-104.593263
target,-13311.768,-91.517606,-104.168530
target,-13302.612,-92.717715,-103.455054
target,-13293.457,-92.738398,-102.982389
target,-13284.302,-93.699772,-103.662334
target,-13275.146,-93.017531,-103.092569
target,-13265.991,-93.620468,-102.905507
target,-13256.836,-93.114853,-104.521272
target,-13247.681,-92.456995,-103.922648
target,-13238.525,-93.226849,-102.661900
target,-13229.370,-93.011359,-104.049791
target,-13220.215,-93.253453,-104.936716
target,-13211.060,-93.773311,-104.209630
target,-13201.904,-94.111245,-102.620193
target,-13192.749,-93.265959,-103.786454
target,-13183.594,-92.675799,-103.719933
target,-13174.438,-92.758116,-103.996557
target,-13165.283,-93.148384,-102.142555
target,-13156.128,-92.359620,-103.560673
target,-13146.973,-91.968960,-104.969355
target,-13137.817,-92.342042,-105.561371
target,-13128.662,-91.880119,-104.468986
target,-13119.507,-90.661461,-105.546899
target,-13110.352,-90.641032,-105.971167
target,-13101.196,-90.866906,-104.810576
target,-13092.041,-89.751832,-103.831710
target,-13082.886,-90.249450,-103.887872
target,-13073.730,-89.820359,-104.594756
target,-13064.575,-90.272683,-104.812532
target,-13055.420,-90.161866,-103.339032
target,-13046.265,-89.992592,-104.076551
target,-13037.109,-89.780720,-103.515495
target,-13027.954,-89.699165,-104.446634
target,-13018.799,-89.723664,-103.599761
target,-13009.644,-89.081796,-104.258191
target,-13000.488,-88.252742,-104.661471
target,-12991.333,-87.678382,-103.724669
target,-12982.178,-87.688204,-104.001773
target,-12973.022,-88.340918,-104.005697
target,-12963.867,-86.982258,-103.519115
target,-12954.712,-87.438975,-104.125489
target,-12945.557,-87.263181,-104.136607
target,-12936.401,-86.689454,-105.494468
target,-12927.246,-87.732366,-104.371191
target,-12918.091,-86.383813,-102.876848
target,-12908.936,-86.855841,-102.532864
target,-12899.780,-86.521856,-105.050279
target,-12890.625,-86.548820,-103.662474
target,-12881.470,-85.509568,-102.267801
target,-12872.314,-86.913391,-102.145592
target,-12863.159,-86.032347,-102.491586
target,-12854.004,-84.769789,-103.273270
target,-12844.849,-84.061413,-104.493628
target,-12835.693,-84.769201,-104.642788
target,-12826.538,-83.816256,-103.532307
target,-12817.383,-84.505901,-104.092419
target,-12808.228,-84.153236,-103.368198
target,-12799.072,-82.993974,-102.355577
target,-12789.917,-84.060484,-103.348708
target,-12780.762,-84.273373,-104.051053
target,-12771.606,-82.734044,-103.141953
target,-12762.451,-83.358635,-103.859769
target,-12753.296,-84.908284,-105.104450
target,-12744.141,-83.373757,-103.869351
target,-12734.985,-83.366783,-103.501511
target,-12725.830,-83.488817,-102.756763
target,-12716.675,-82.764524,-103.187183
target,-12707.520,-83.145570,-103.187762
target,-12698.364,-83.232601,-103.273059
target,-12689.209,-83.123631,-103.319953
target,-12680.054,-83.373347,-103.740897
target,-12670.898,-83.759436,-104.429581
target,-12661.743,-82.765461,-104.180509
target,-12652.588,-82.097934,-104.553259
target,-12643.433,-81.128095,-104.544176
target,-12634.277,-82.308675,-103.872878
target,-12625.122,-82.263966,-104.152389
target,-12615.967,-81.909240,-104.674567
target,-12606.812,-81.984509,-103.100355
target,-12597.656,-82.150921,-104.093144
target,-12588.501,-82.430871,-104.022453
target,-12579.346,-82.406722,-104.067104
target,-12570.190,-82.027774,-103.134172
target,-12561.035,-80.872591,-103.455468
target,-12551.880,-80.040057,-105.216474
target,-12542.725,-80.622859,-103.941641
target,-12533.569,-81.077234,-103.916562
target,-12524.414,-78.944728,-102.805590
target,-12515.259,-79.942795,-103.371250
target,-12506.104,-80.645143,-104.360898
target,-12496.948,-80.001293,-103.958777
target,-12487.793,-79.778492,-103.633048
target,-12478.638,-80.822732,-104.804688
target,-12469.482,-80.601600,-103.800502
target,-12460.327,-81.298370,-102.383681
target,-12451.172,-81.908829,-102.652517
target,-12442.017,-80.350609,-103.550596
target,-12432.861,-80.202843,-104.891637
target,-12423.706,-80.908323,-103.645178
target,-12414.551,-80.574876,-103.887599
target,-12405.396,-81.350433,-104.045581
target,-12396.240,-79.204575,-104.173056
target,-12387.085,-79.855172,-104.322266
target,-12377.930,-79.344605,-102.774526
target,-12368.774,-77.761060,-103.815653
target,-12359.619,-78.971028,-103.573646
target,-12350.464,-79.216426,-103.892361
target,-12341.309,-79.660949,-104.093888
target,-12332.153,-78.382624,-105.488626
target,-12322.998,-78.482157,-105.120975
target,-12313.843,-79.123189,-103.712411
target,-12304.688,-78.404363,-103.648912
target,-12295.532,-77.841263,-104.620899
target,-12286.377,-77.992006,-104.327195
target,-12277.222,-78.312355,-104.696416
target,-12268.066,-78.270800,-104.546388
target,-12258.911,-78.250253,-105.392355
