physical,role,frequency_hz,tx_on_dbfs_per_hz,same_capture_rf_off_dbfs_per_hz,signed_on_minus_off_linear_per_hz,positive_on_minus_off_dbfs_per_hz,in_mandatory_222p5_223p0_baseline
136,desired,222665136.718750,-106.05765514,-109.746890241,1.41874756435e-11,-108.48094871,0
136,desired,222665234.375000,-106.121913176,-109.565730363,1.33718980165e-11,-108.738069443,0
136,desired,222665332.031250,-106.092462502,-109.769364314,1.40443170086e-11,-108.524993762,0
136,desired,222665429.687500,-106.141284112,-109.765865497,1.37609381124e-11,-108.613519583,0
136,desired,222665527.343750,-106.659548383,-110.003848644,1.15885459227e-11,-109.359710539,0
136,desired,222665625.000000,-106.244364349,-110.154341585,1.40936731847e-11,-108.509758035,0
136,desired,222665722.656250,-106.210408755,-110.007086655,1.39472094145e-11,-108.555126782,0
136,desired,222665820.312500,-106.019765631,-110.093953806,1.52188163158e-11,-108.176191247,0
136,desired,222665917.968750,-105.974593742,-110.168122924,1.56459606137e-11,-108.055977674,0
136,desired,222666015.625000,-105.973734549,-110.285248529,1.59069432845e-11,-107.984132674,0
136,desired,222666113.281250,-105.94452796,-110.282482523,1.60715007889e-11,-107.939435661,0
136,desired,222666210.937500,-105.841548068,-109.886170008,1.57866790153e-11,-108.017092213,0
136,desired,222666308.593750,-105.742619575,-109.828198753,1.62489899052e-11,-107.891736311,0
136,desired,222666406.250000,-105.718328265,-109.998648973,1.6798886848e-11,-107.747194952,0
136,desired,222666503.906250,-106.039681769,-110.063211527,1.50348927679e-11,-108.22899665,0
136,desired,222666601.562500,-106.099111642,-109.701028653,1.38394554299e-11,-108.588809986,0
136,desired,222666699.218750,-105.575327167,-109.893618383,1.7451226186e-11,-107.581740525,0
136,desired,222666796.875000,-106.065002636,-109.927464545,1.45772779687e-11,-108.363235647,0
136,desired,222666894.531250,-106.30517219,-109.892975699,1.31648922894e-11,-108.805826898,0
136,desired,222666992.187500,-105.942973864,-109.899495112,1.52167492646e-11,-108.176781155,0
136,desired,222667089.843750,-105.761710115,-109.954096836,1.64293481792e-11,-107.843796665,0
136,desired,222667187.500000,-106.276617648,-110.038606681,1.36573426873e-11,-108.646337932,0
136,desired,222667285.156250,-106.595957068,-110.122711766,1.2176591793e-11,-109.14474253,0
136,desired,222667382.812500,-105.764079598,-110.059294445,1.66567336735e-11,-107.784101582,0
136,desired,222667480.468750,-105.94326503,-110.306708547,1.61310244729e-11,-107.923380499,0
136,desired,222667578.125000,-106.416369958,-109.93160991,1.2663768443e-11,-108.974370391,0
136,desired,222667675.781250,-106.628620419,-109.774773193,1.12016277959e-11,-109.50718862,0
136,desired,222667773.437500,-106.578729423,-109.850431409,1.16346363019e-11,-109.342471882,0
136,desired,222667871.093750,-106.028710355,-109.906297436,1.47352535738e-11,-108.316423861,0
136,desired,222667968.750000,-106.088670075,-109.850409854,1.4260766667e-11,-108.458571259,0
136,desired,222668066.406250,-106.019257529,-109.816298381,1.45756665208e-11,-108.363715766,0
136,desired,222668164.062500,-106.535350533,-109.926824705,1.20358046329e-11,-109.195248704,0
136,desired,222668261.718750,-106.57770441,-109.839811466,1.16144846516e-11,-109.350000556,0
136,desired,222668359.375000,-106.36593499,-110.11128015,1.33420503502e-11,-108.747774247,0
136,desired,222668457.031250,-106.466240745,-110.186456149,1.29821586536e-11,-108.866530877,0
136,desired,222668554.687500,-106.435025503,-110.087902147,1.29250304994e-11,-108.885684234,0
136,desired,222668652.343750,-106.513764989,-109.800607354,1.1846546125e-11,-109.264082503,0
136,desired,222668750.000000,-105.929052819,-110.031574412,1.56050201092e-11,-108.067356673,0
136,desired,222668847.656250,-106.005101935,-110.030719786,1.51598582437e-11,-108.193048597,0
136,desired,222668945.312500,-105.854719471,-109.959426349,1.58794930355e-11,-107.991633669,0
136,desired,222669042.968750,-106.19899761,-110.110006776,1.42439853841e-11,-108.463684806,0
136,desired,222669140.625000,-106.346929101,-110.042073061,1.32867476654e-11,-108.765813128,0
136,desired,222669238.281250,-105.806849205,-109.920117349,1.60755923252e-11,-107.93833016,0
136,desired,222669335.937500,-106.112782946,-110.160609192,1.48380055686e-11,-108.286244703,0
136,desired,222669433.593750,-106.600421862,-110.034945559,1.19556334685e-11,-109.224274079,0
136,desired,222669531.250000,-106.265515832,-109.676367632,1.28555079942e-11,-108.909107572,0
136,desired,222669628.906250,-106.244743979,-109.68136283,1.29811791473e-11,-108.866858565,0
136,desired,222669726.562500,-105.884509444,-109.807823072,1.53433630105e-11,-108.140794398,0
136,desired,222669824.218750,-106.343938466,-109.690180265,1.24668650749e-11,-109.042427407,0
136,desired,222669921.875000,-106.257933386,-109.94119385,1.35341309542e-11,-108.685696257,0
136,desired,222670019.531250,-106.082622759,-110.061599821,1.47863428023e-11,-108.301392295,0
136,desired,222670117.187500,-106.14781678,-110.024601187,1.4334788894e-11,-108.436086985,0
136,desired,222670214.843750,-106.440783589,-110.093158827,1.29067752603e-11,-108.89182252,0
136,desired,222670312.500000,-106.103111434,-109.906336073,1.43114974489e-11,-108.443149225,0
136,desired,222670410.156250,-106.282037813,-109.901228787,1.33094099371e-11,-108.758411982,0
136,desired,222670507.812500,-106.344094822,-110.072186692,1.33703201903e-11,-108.738581922,0
136,desired,222670605.468750,-106.275592441,-109.920579909,1.33898519875e-11,-108.732242237,0
136,desired,222670703.125000,-106.390635296,-109.917116081,1.27654478166e-11,-108.939639454,0
136,desired,222670800.781250,-106.324670721,-109.821250444,1.28893247662e-11,-108.897698335,0
136,desired,222670898.437500,-106.599168195,-109.529059268,1.07364475785e-11,-109.69139392,0
136,desired,222670996.093750,-106.819712538,-109.817715188,1.03696841403e-11,-109.84234472,0
136,desired,222671093.750000,-106.427882773,-109.399952389,1.12804062391e-11,-109.476752599,0
136,desired,222671191.406250,-106.689934447,-109.556727068,1.03546487367e-11,-109.848646292,0
136,desired,222671289.062500,-106.45844228,-110.056182869,1.27309959184e-11,-108.951376211,0
136,desired,222671386.718750,-106.271628812,-109.97248544,1.35323753365e-11,-108.68625965,0
136,desired,222671484.375000,-106.04076828,-109.772715289,1.43468919078e-11,-108.432421737,0
136,desired,222671582.031250,-105.949175028,-109.941973721,1.52800472428e-11,-108.15875303,0
136,desired,222671679.687500,-106.060565639,-110.025483991,1.48295013438e-11,-108.288734523,0
136,desired,222671777.343750,-106.463851315,-109.768665516,1.20272206058e-11,-109.19834723,0
136,desired,222671875.000000,-106.420461483,-109.757619448,1.22270282023e-11,-109.126790861,0
136,desired,222671972.656250,-106.570870594,-109.656972618,1.12029684432e-11,-109.506668874,0
136,desired,222672070.312500,-106.43190165,-109.56826622,1.16958197383e-11,-109.319693339,0
136,desired,222672167.968750,-105.793583826,-109.558595564,1.52717505989e-11,-108.16111177,0
136,desired,222672265.625000,-105.924062875,-109.718569121,1.48924582675e-11,-108.270336082,0
136,desired,222672363.281250,-106.445810004,-110.071420247,1.28314088757e-11,-108.917256559,0
136,desired,222672460.937500,-106.488731685,-109.813190065,1.20058421098e-11,-109.206073724,0
136,desired,222672558.593750,-106.221632456,-109.870128799,1.35655834208e-11,-108.675615236,0
136,desired,222672656.250000,-106.296005316,-109.957846573,1.33663260948e-11,-108.739879477,0
136,desired,222672753.906250,-106.430425995,-109.840430774,1.23744877056e-11,-109.074727715,0
136,desired,222672851.562500,-106.707552299,-109.653507093,1.05119548956e-11,-109.783165112,0
136,desired,222672949.218750,-107.698182531,-109.648223285,6.14584052075e-12,-112.114187135,0
136,desired,222673046.875000,-107.052082154,-109.641920807,8.85532093867e-12,-110.527956943,0
136,desired,222673144.531250,-106.73374795,-109.875423195,1.09231265577e-11,-109.616530345,0
136,desired,222673242.187500,-106.092348811,-110.038764436,1.46792343825e-11,-108.332965951,0
136,desired,222673339.843750,-106.70454669,-110.058669246,1.1491432527e-11,-109.396258286,0
136,desired,222673437.500000,-107.367512158,-110.362019832,9.13342773041e-12,-110.393662033,0
136,desired,222673535.156250,-106.429129882,-109.975064792,1.26979523873e-11,-108.962663057,0
136,desired,222673632.812500,-106.264194838,-109.828087709,1.32325739986e-11,-108.783556687,0
136,desired,222673730.468750,-106.382087539,-109.740434799,1.23874657139e-11,-109.070175345,0
136,desired,222673828.125000,-106.516703132,-109.92340093,1.21233341912e-11,-109.163779229,0
136,desired,222673925.781250,-106.326668768,-109.849420462,1.29459738361e-11,-108.87865275,0
136,desired,222674023.437500,-105.921196033,-109.806822577,1.51239651125e-11,-108.203343331,0
136,desired,222674121.093750,-106.054644185,-109.714571439,1.41254898291e-11,-108.499964832,0
136,desired,222674218.750000,-106.654385781,-109.824801021,1.11936976665e-11,-109.510264272,0
136,desired,222674316.406250,-106.230706534,-109.878269567,1.35350594244e-11,-108.685398332,0
136,desired,222674414.062500,-106.212136438,-109.913462288,1.37201280173e-11,-108.626418364,0
136,desired,222674511.718750,-106.344278159,-110.189255815,1.36309173051e-11,-108.654749169,0
136,desired,222674609.375000,-106.577594357,-110.269567906,1.25926083685e-11,-108.99884303,0
136,desired,222674707.031250,-106.844472404,-110.106757622,1.09229277357e-11,-109.616609396,0
136,desired,222674804.687500,-106.736126455,-110.003473586,1.12105088286e-11,-109.50374675,0
136,desired,222674902.343750,-106.935732749,-110.110363257,1.05009982528e-11,-109.787694138,0
136,desired,222675000.000000,-106.223470904,-109.954490342,1.37536961106e-11,-108.615805757,0
136,desired,222675097.656250,-106.479336267,-109.701198851,1.17817479756e-11,-109.287902715,0
136,desired,222675195.312500,-106.570051429,-109.56040846,1.09638066687e-11,-109.600386312,0
136,desired,222675292.968750,-106.687820198,-109.55014241,1.03482798168e-11,-109.851318365,0
136,desired,222675390.625000,-106.695001225,-109.642572258,1.05464198196e-11,-109.768949448,0
136,desired,222675488.281250,-106.526346428,-109.895358898,1.20079395055e-11,-109.205315087,0
136,desired,222675585.937500,-106.538045748,-110.118825258,1.24618441341e-11,-109.04417685,0
136,desired,222675683.593750,-106.165319898,-109.905670078,1.39610734906e-11,-108.550811868,0
136,desired,222675781.250000,-106.123907886,-109.689685651,1.36716573214e-11,-108.641788357,0
136,desired,222675878.906250,-106.693901214,-109.66882289,1.06172733394e-11,-109.739870017,0
136,desired,222675976.562500,-106.27265967,-109.881875166,1.33146056721e-11,-108.756716912,0
136,desired,222676074.218750,-105.923090167,-109.833182095,1.5176075147e-11,-108.188405316,0
136,desired,222676171.875000,-106.403845552,-110.100618842,1.31174207273e-11,-108.821515517,0
136,desired,222676269.531250,-106.38194537,-110.236777858,1.35347168564e-11,-108.685508252,0
136,desired,222676367.187500,-107.045780222,-110.504349977,1.0839814607e-11,-109.649781455,0
136,desired,222676464.843750,-107.132676058,-110.34847339,1.01233335519e-11,-109.946764534,0
136,desired,222676562.500000,-106.674765218,-110.10056312,1.17331041163e-11,-109.305870755,0
136,desired,222676660.156250,-106.682900777,-109.945983951,1.13388103153e-11,-109.454325099,0
136,desired,222676757.812500,-106.381258425,-109.878240719,1.27234222034e-11,-108.953960613,0
136,desired,222676855.468750,-106.540166887,-109.739571727,1.15631092231e-11,-109.369253721,0
136,desired,222676953.125000,-106.213807306,-110.05228771,1.40318604341e-11,-108.528847436,0
136,desired,222677050.781250,-106.176809178,-109.968851281,1.40447863066e-11,-108.524848643,0
136,desired,222677148.437500,-106.643329939,-109.794000051,1.11746646457e-11,-109.517655013,0
136,desired,222677246.093750,-107.169155913,-109.972547067,9.12700393371e-12,-110.396717623,0
136,desired,222677343.750000,-107.475926467,-110.126461276,8.16862943177e-12,-110.878508052,0
136,desired,222677441.406250,-106.639869161,-110.051213935,1.17949259759e-11,-109.283047804,0
136,desired,222677539.062500,-106.077414049,-110.134601301,1.49802587837e-11,-108.244806841,0
136,desired,222677636.718750,-106.424804381,-110.032524103,1.28528181828e-11,-108.91001636,0
136,desired,222677734.375000,-106.624637093,-110.045053425,1.18570611763e-11,-109.260229394,0
136,desired,222677832.031250,-106.968949565,-110.177137167,1.04954554495e-11,-109.789987105,0
136,desired,222677929.687500,-106.768045942,-109.697094269,1.03248875803e-11,-109.861146683,0
136,desired,222678027.343750,-106.314609873,-109.692326143,1.2629416453e-11,-108.986167157,0
136,desired,222678125.000000,-106.457858048,-110.001789926,1.26096246568e-11,-108.992978406,0
136,desired,222678222.656250,-105.949900434,-110.072263943,1.55753267825e-11,-108.075628327,0
136,desired,222678320.312500,-105.915460084,-110.114892791,1.58737008793e-11,-107.993218077,0
136,desired,222678417.968750,-106.466630415,-110.043189192,1.26588429446e-11,-108.976059883,0
136,desired,222678515.625000,-106.735672422,-109.741842571,1.05922784333e-11,-109.750106117,0
136,desired,222678613.281250,-106.808363589,-109.81420935,1.04156833569e-11,-109.823122314,0
136,desired,222678710.937500,-106.666583035,-109.927123149,1.13755407969e-11,-109.440279477,0
136,desired,222678808.593750,-106.516258678,-109.584164224,1.12987210215e-11,-109.469707145,0
136,desired,222678906.250000,-107.270501468,-109.953387148,8.63987208982e-12,-110.63492687,0
136,desired,222679003.906250,-106.999510799,-110.051869362,1.00735940262e-11,-109.968155555,0
136,desired,222679101.562500,-106.813336581,-109.933920874,1.06755841088e-11,-109.716083535,0
136,desired,222679199.218750,-107.066514254,-110.07755627,9.82636228789e-12,-110.076072279,0
136,desired,222679296.875000,-107.016890828,-110.066517692,1.00271686567e-11,-109.988216802,0
136,desired,222679394.531250,-106.781731285,-109.872723622,1.06836319296e-11,-109.712810826,0
136,desired,222679492.187500,-107.056928076,-110.218063047,1.01824988201e-11,-109.921456316,0
136,desired,222679589.843750,-107.083438893,-110.021061144,9.62131974456e-12,-110.167653522,0
136,desired,222679687.500000,-107.18369456,-109.887596692,8.86408491907e-12,-110.52366092,0
136,desired,222679785.156250,-107.318601374,-109.852204679,8.19511827035e-12,-110.864447744,0
136,desired,222679882.812500,-106.913533805,-109.762191576,9.79100890733e-12,-110.091725543,0
136,desired,222679980.468750,-106.923269528,-109.676829149,9.53576109424e-12,-110.206446381,0
136,desired,222680078.125000,-107.281507509,-109.641156267,7.83896496295e-12,-111.057412767,0
136,desired,222680175.781250,-106.387499875,-109.773678178,1.24397658363e-11,-109.051877946,0
136,desired,222680273.437500,-106.301942991,-109.851690541,1.30844096073e-11,-108.832458688,0
136,desired,222680371.093750,-106.382639343,-109.756350583,1.24233764848e-11,-109.057603535,0
136,desired,222680468.750000,-106.63329303,-109.891648413,1.14579165387e-11,-109.408943455,0
136,desired,222680566.406250,-106.542018707,-109.932941466,1.20160496461e-11,-109.20238286,0
136,desired,222680664.062500,-106.383944237,-109.918559194,1.2804232406e-11,-108.926464517,0
136,desired,222680761.718750,-107.105825226,-109.924102055,9.29601262251e-12,-110.317032953,0
136,desired,222680859.375000,-106.439668087,-109.654718439,1.18728842513e-11,-109.254437661,0
136,desired,222680957.031250,-106.569515715,-109.911745393,1.18264286754e-11,-109.271463831,0
136,desired,222681054.687500,-107.004848562,-109.858653511,9.59954348679e-12,-110.177494197,0
136,desired,222681152.343750,-106.864931946,-109.787877786,1.00823572273e-11,-109.964379192,0
136,desired,222681250.000000,-106.739924981,-110.240757021,1.17232549087e-11,-109.309517917,0
136,desired,222681347.656250,-107.242525997,-110.134793339,9.17454152313e-12,-110.374156294,0
136,desired,222681445.312500,-106.983268794,-109.82069138,9.60812384065e-12,-110.173614079,0
136,desired,222681542.968750,-107.016905641,-109.973988052,9.81503074034e-12,-110.081083359,0
136,desired,222681640.625000,-106.635044845,-109.99685953,1.16945541302e-11,-109.320163316,0
136,desired,222681738.281250,-106.8013149,-109.935479342,1.0736963212e-11,-109.691185349,0
136,desired,222681835.937500,-106.681036191,-109.788570587,1.0974301543e-11,-109.596231108,0
136,desired,222681933.593750,-106.861036819,-109.630087979,9.71229990206e-12,-110.126779157,0
136,desired,222682031.250000,-107.448415928,-109.933682054,7.84139708233e-12,-111.056065532,0
136,desired,222682128.906250,-106.729748839,-110.011664722,1.12604955445e-11,-109.484424969,0
136,desired,222682226.562500,-107.001350662,-109.899319911,9.71188633563e-12,-110.126964091,0
136,desired,222682324.218750,-107.040903589,-109.795228217,9.28278650358e-12,-110.323216378,0
136,desired,222682421.875000,-107.630109782,-109.949190576,7.14026259686e-12,-111.462858159,0
136,desired,222682519.531250,-107.547137401,-110.269641483,8.19281820471e-12,-110.865666819,0
136,desired,222682617.187500,-107.28277256,-109.829765033,8.29511837466e-12,-110.81177412,0
136,desired,222682714.843750,-106.786291131,-109.752973244,1.0373727965e-11,-109.840651449,0
136,desired,222682812.500000,-106.98100924,-109.904129529,9.81685822817e-12,-110.080274809,0
136,desired,222682910.156250,-107.782142783,-109.721456689,6.00186376958e-12,-112.217138664,0
136,desired,222683007.812500,-107.393498241,-109.801843891,7.75743085064e-12,-111.10282087,0
136,desired,222683105.468750,-106.763224917,-109.747992177,1.0473193877e-11,-109.799208568,0
136,desired,222683203.125000,-107.181113774,-109.574898762,8.10931124145e-12,-110.910160307,0
136,desired,222683300.781250,-107.338877057,-109.716681739,7.78081167347e-12,-111.089750962,0
136,desired,222683398.437500,-107.102199343,-109.813078572,9.04877500928e-12,-110.4341021,0
136,desired,222683496.093750,-106.962767432,-109.979168981,1.00763342261e-11,-109.966974356,0
136,desired,222683593.750000,-107.176308843,-110.154945649,9.50932193636e-12,-110.218504494,0
136,desired,222683691.406250,-107.137167119,-110.077175222,9.5084223317e-12,-110.218915366,0
136,desired,222683789.062500,-107.633526662,-110.133780271,7.54771440095e-12,-111.221845415,0
136,desired,222683886.718750,-107.160441407,-110.422103244,1.01551529179e-11,-109.933135325,0
136,desired,222683984.375000,-106.892355206,-110.150797382,1.0794616136e-11,-109.667927969,0
136,desired,222684082.031250,-107.363060078,-109.936214388,8.20449191468e-12,-110.859483086,0
136,desired,222684179.687500,-107.475194638,-109.81176895,7.44170598539e-12,-111.283274925,0
136,desired,222684277.343750,-107.300913559,-109.796433342,8.13706620169e-12,-110.895321506,0
136,desired,222684375.000000,-107.563667899,-109.905785169,7.30469073992e-12,-111.363981661,0
136,desired,222684472.656250,-107.164266551,-110.027080903,9.27419599913e-12,-110.3272373,0
136,desired,222684570.312500,-106.836688175,-109.830884498,1.03201219699e-11,-109.863151699,0
136,desired,222684667.968750,-106.654923557,-110.0438986,1.17032517069e-11,-109.316934543,0
136,desired,222684765.625000,-106.868637229,-110.07094258,1.07273825237e-11,-109.695062328,0
136,desired,222684863.281250,-106.87225176,-110.34974281,1.1321988562e-11,-109.460772882,0
136,desired,222684960.937500,-107.038615332,-109.885392847,9.5085950904e-12,-110.21883646,0
136,desired,222685058.593750,-106.747633538,-109.889682826,1.088914155e-11,-109.630063567,0
136,desired,222685156.250000,-106.732094153,-109.906991531,1.10057392801e-11,-109.583807796,0
136,desired,222685253.906250,-107.063869018,-109.92594293,9.48935440669e-12,-110.227633331,0
136,desired,222685351.562500,-107.042258908,-109.998476246,9.75590702029e-12,-110.107323474,0
136,desired,222685449.218750,-107.406822186,-109.978934852,8.11982383593e-12,-110.904533929,0
136,desired,222685546.875000,-107.445347002,-109.989758106,7.98438178488e-12,-110.977587048,0
136,desired,222685644.531250,-107.19990845,-109.936878912,8.90860583459e-12,-110.501902562,0
136,desired,222685742.187500,-107.412186714,-109.766255942,7.59305486903e-12,-111.195834618,0
136,desired,222685839.843750,-107.160979951,-109.799386662,8.75381406885e-12,-110.57802682,0
136,desired,222685937.500000,-106.856907886,-109.617613466,9.70057304878e-12,-110.132026096,0
136,desired,222686035.156250,-107.122131076,-109.929746479,9.23625703137e-12,-110.345039898,0
136,desired,222686132.812500,-107.433243755,-109.865611808,7.74397079777e-12,-111.110362934,0
136,desired,222686230.468750,-106.84744515,-109.561415115,9.60332268818e-12,-110.175784778,0
136,desired,222686328.125000,-106.560160363,-109.94453568,1.19507017325e-11,-109.226065927,0
136,desired,222686425.781250,-106.875003925,-109.993423542,1.05200773793e-11,-109.779810658,0
136,desired,222686523.437500,-106.467083026,-109.899104292,1.23224973607e-11,-109.093012662,0
136,desired,222686621.093750,-107.14226523,-110.214875515,9.79233759522e-12,-110.091136224,0
136,desired,222686718.750000,-107.534386822,-110.161325611,8.00719965258e-12,-110.965193426,0
136,desired,222686816.406250,-107.157062618,-110.012354104,9.27233460978e-12,-110.328109044,0
136,desired,222686914.062500,-106.820206809,-109.936279331,1.0648172636e-11,-109.727249164,0
136,desired,222687011.718750,-107.036166834,-110.021684014,9.83695806174e-12,-110.071391802,0
136,desired,222687109.375000,-107.137750073,-110.195795009,9.7705177014e-12,-110.100824241,0
136,desired,222687207.031250,-107.486436023,-110.109497286,8.08739548721e-12,-110.921913186,0
136,desired,222687304.687500,-107.757370074,-110.160093795,7.12149258412e-12,-111.474289736,0
136,desired,222687402.343750,-106.966985717,-110.140766818,1.04238083034e-11,-109.81973584,0
136,desired,222687500.000000,-106.63419084,-110.072730499,1.18721295246e-11,-109.254713739,0
136,desired,222687597.656250,-106.851862992,-109.933094662,1.0489695599e-11,-109.792371144,0
136,desired,222687695.312500,-106.627557262,-109.938095468,1.15956746399e-11,-109.357039789,0
136,desired,222687792.968750,-106.539400304,-109.716197361,1.15097230975e-11,-109.389351246,0
136,desired,222687890.625000,-106.993108032,-109.809335329,9.53551057085e-12,-110.206560481,0
136,desired,222687988.281250,-107.524132943,-110.073417847,7.85188238658e-12,-111.050262143,0
136,desired,222688085.937500,-107.684155917,-110.161054507,7.40855533934e-12,-111.302664707,0
136,desired,222688183.593750,-107.36494917,-109.862295971,8.02231074021e-12,-110.957005198,0
136,desired,222688281.250000,-106.727196522,-109.927668947,1.1078212055e-11,-109.55530326,0
136,desired,222688378.906250,-106.874880813,-110.306077426,1.12163214632e-11,-109.501495522,0
136,desired,222688476.562500,-107.631638386,-110.50629784,8.35227494501e-12,-110.781952178,0
136,desired,222688574.218750,-107.160074566,-110.076528143,9.40525620677e-12,-110.266293694,0
136,desired,222688671.875000,-106.805585491,-109.809445011,1.04175706657e-11,-109.822335449,0
136,desired,222688769.531250,-106.710675622,-109.951476117,1.12147741767e-11,-109.50209467,0
136,desired,222688867.187500,-107.231969091,-110.006419953,8.92962981174e-12,-110.491665449,0
136,desired,222688964.843750,-107.428064896,-110.135155897,8.38621063315e-12,-110.764342338,0
136,desired,222689062.500000,-107.123536944,-109.777237424,8.86674594671e-12,-110.522357349,0
136,desired,222689160.156250,-107.064463016,-109.751100689,9.06879736652e-12,-110.424503019,0
136,desired,222689257.812500,-107.017348697,-109.916817851,9.67969768217e-12,-110.141382064,0
136,desired,222689355.468750,-107.326499626,-109.99304043,8.49155928529e-12,-110.710125539,0
136,desired,222689453.125000,-108.154922424,-110.010504659,5.31768928389e-12,-112.742770424,0
136,desired,222689550.781250,-107.753825018,-110.107500196,7.01775069834e-12,-111.538020639,0
136,desired,222689648.437500,-107.118467566,-110.161046611,9.77974074261e-12,-110.09672658,0
136,desired,222689746.093750,-107.159574451,-109.82080717,8.81156450448e-12,-110.549469752,0
136,desired,222689843.750000,-107.015829195,-109.752507937,9.29360995754e-12,-110.318155583,0
136,desired,222689941.406250,-107.404775935,-109.819585617,7.75283946841e-12,-111.105392085,0
136,desired,222690039.062500,-107.252429991,-109.737040442,8.20176122742e-12,-110.860928782,0
136,desired,222690136.718750,-106.920255194,-109.901331903,1.00925837714e-11,-109.959976371,0
136,desired,222690234.375000,-106.8951947,-109.974070024,1.03800984175e-11,-109.837985288,0
136,desired,222690332.031250,-106.972147366,-109.772429798,9.54302512241e-12,-110.203139329,0
136,desired,222690429.687500,-107.696171687,-109.989833825,6.97397726774e-12,-111.565194726,0
136,desired,222690527.343750,-107.014042583,-109.90280244,9.66188315565e-12,-110.149382189,0
136,desired,222690625.000000,-107.328972654,-110.084534006,8.68982585401e-12,-110.609889268,0
136,desired,222690722.656250,-107.796585442,-110.027313953,6.67161773487e-12,-111.757688455,0
136,desired,222690820.312500,-107.400654555,-109.658046693,7.37506167186e-12,-111.322343437,0
136,desired,222690917.968750,-107.392557218,-109.582756846,7.2198178149e-12,-111.414737613,0
136,desired,222691015.625000,-107.354802371,-109.813207728,7.94788758601e-12,-110.997482841,0
136,desired,222691113.281250,-107.655073592,-110.156404383,7.51275304607e-12,-111.242008867,0
136,desired,222691210.937500,-107.52161034,-110.143302154,8.0191082626e-12,-110.958739233,0
136,desired,222691308.593750,-107.707387892,-110.067283787,7.10730454097e-12,-111.482950751,0
136,desired,222691406.250000,-108.085524414,-109.773820501,5.0052787694e-12,-113.005717294,0
136,desired,222691503.906250,-107.863763763,-109.816858525,5.92326943893e-12,-112.274385116,0
136,desired,222691601.562500,-107.783864055,-110.002348073,6.66304987398e-12,-111.76326936,0
136,desired,222691699.218750,-107.755311866,-109.983375225,6.72916592165e-12,-111.720387631,0
136,desired,222691796.875000,-107.46597706,-110.193800966,8.35908592749e-12,-110.778412104,0
136,desired,222691894.531250,-107.310714883,-110.263036237,9.16267337614e-12,-110.379777946,0
136,desired,222691992.187500,-107.207289109,-110.408125593,9.91959240163e-12,-110.035061727,0
136,desired,222692089.843750,-107.574361285,-110.409464551,8.38064870061e-12,-110.767223637,0
136,desired,222692187.500000,-107.357618565,-110.240972875,8.91520461314e-12,-110.498686849,0
136,desired,222692285.156250,-107.388741816,-110.079338998,8.42526797502e-12,-110.74416277,0
136,desired,222692382.812500,-107.403791867,-109.637249119,7.30998754914e-12,-111.360833628,0
136,desired,222692480.468750,-107.373219756,-109.651374324,7.47372531434e-12,-111.26462868,0
136,desired,222692578.125000,-107.784955122,-109.70959262,5.96190872651e-12,-112.246146771,0
136,desired,222692675.781250,-107.471287993,-109.954203398,7.79474038121e-12,-111.081983452,0
136,desired,222692773.437500,-108.17354814,-109.94450751,5.09948526768e-12,-112.924736585,0
136,desired,222692871.093750,-108.151427916,-109.861086098,4.98080976896e-12,-113.027000449,0
136,desired,222692968.750000,-107.056181709,-109.850175753,9.34516927497e-12,-110.294128276,0
136,desired,222693066.406250,-107.168702337,-110.009933323,9.21526739115e-12,-110.354920587,0
136,desired,222693164.062500,-107.44449851,-109.933148871,7.85638981147e-12,-111.047769762,0
136,desired,222693261.718750,-107.787108861,-109.827672247,6.24042671397e-12,-112.047857127,0
136,desired,222693359.375000,-107.71585362,-109.916070469,6.72542197976e-12,-111.722804611,0
136,desired,222693457.031250,-107.641884981,-109.580466823,6.19700477898e-12,-112.078181689,0
136,desired,222693554.687500,-107.606367264,-109.823277906,6.93723855762e-12,-111.588133707,0
136,desired,222693652.343750,-107.625651759,-110.188516062,7.70045509728e-12,-111.134836072,0
136,desired,222693750.000000,-108.008937639,-110.281842213,6.44470496291e-12,-111.907969598,0
136,desired,222693847.656250,-108.135853054,-109.90591701,5.14183277468e-12,-112.888820518,0
136,desired,222693945.312500,-107.39894923,-110.037018151,8.28628706221e-12,-110.816400255,0
136,desired,222694042.968750,-106.901561207,-109.948200736,1.0290054757e-11,-109.875823142,0
136,desired,222694140.625000,-107.280983982,-109.962907432,8.61680890774e-12,-110.646535382,0
136,desired,222694238.281250,-107.999779564,-109.904101597,5.62646616992e-12,-112.497642881,0
136,desired,222694335.937500,-107.690271922,-109.469800034,5.72203999372e-12,-112.424491111,0
136,desired,222694433.593750,-107.258344843,-109.84012768,8.42535273869e-12,-110.744119078,0
136,desired,222694531.250000,-107.016071044,-110.065164147,1.00278509306e-11,-109.987921307,0
136,desired,222694628.906250,-107.085162187,-110.014957896,9.59955958961e-12,-110.177486911,0
136,desired,222694726.562500,-106.719190459,-109.90330823,1.10602197861e-11,-109.562362427,0
136,desired,222694824.218750,-107.368852807,-109.99073886,8.30663762225e-12,-110.805747353,0
136,desired,222694921.875000,-107.845772575,-110.323469897,7.13963037976e-12,-111.463242712,0
136,desired,222695019.531250,-107.903351114,-110.266944411,6.80174445257e-12,-111.673796889,0
136,desired,222695117.187500,-107.36627764,-110.230203851,8.85511634329e-12,-110.528057284,0
