capture_role,frequency_hz,tx_on_dbfs_per_hz,same_capture_rf_off_dbfs_per_hz,positive_tx_on_minus_off_dbfs_per_hz
physical39_true_image_208p2_208p8,208321875.000000000,-96.3766647467,-103.757452539,-97.2532582125
physical39_true_image_208p2_208p8,208321948.242187500,-96.3543835104,-103.551329673,-97.2731813484
physical39_true_image_208p2_208p8,208322021.484375000,-96.2864170616,-104.054490704,-97.0809222918
physical39_true_image_208p2_208p8,208322094.726562500,-96.2303010274,-104.080352346,-97.0085345741
physical39_true_image_208p2_208p8,208322167.968750000,-96.3272025465,-103.789582683,-97.1857552702
physical39_true_image_208p2_208p8,208322241.210937500,-95.6324109848,-103.661357046,-96.3763845094
physical39_true_image_208p2_208p8,208322314.453125000,-95.248202175,-103.591819811,-95.9358247702
physical39_true_image_208p2_208p8,208322387.695312500,-95.151054606,-103.324193776,-95.868607945
physical39_true_image_208p2_208p8,208322460.937500000,-95.4539452394,-103.489172413,-96.1967461186
physical39_true_image_208p2_208p8,208322534.179687500,-95.7675147173,-103.572145758,-96.5547182017
physical39_true_image_208p2_208p8,208322607.421875000,-96.5233774853,-103.607559269,-97.4691748903
physical39_true_image_208p2_208p8,208322680.664062500,-96.4317601796,-103.809615576,-97.3090097644
physical39_true_image_208p2_208p8,208322753.906250000,-96.4524150564,-103.552760845,-97.3942886656
physical39_true_image_208p2_208p8,208322827.148437500,-96.4776121363,-103.833230212,-97.3598549773
physical39_true_image_208p2_208p8,208322900.390625000,-96.5882727305,-103.847725552,-97.492473696
physical39_true_image_208p2_208p8,208322973.632812500,-95.6507260265,-103.928845007,-96.3496851123
physical39_true_image_208p2_208p8,208323046.875000000,-95.7328059489,-103.878590423,-96.4552920295
physical39_true_image_208p2_208p8,208323120.117187500,-96.3413230865,-104.120645111,-97.1335737754
physical39_true_image_208p2_208p8,208323193.359375000,-95.9344457076,-104.073020106,-96.6582380671
physical39_true_image_208p2_208p8,208323266.601562500,-96.797649262,-104.101416466,-97.6916573702
physical39_true_image_208p2_208p8,208323339.843750000,-96.569503133,-104.179203553,-97.3965089839
physical39_true_image_208p2_208p8,208323413.085937500,-96.5194488299,-104.110935204,-97.35028504
physical39_true_image_208p2_208p8,208323486.328125000,-96.4636329281,-103.905627013,-97.3266544783
physical39_true_image_208p2_208p8,208323559.570312500,-95.8297847483,-103.950169823,-96.5568839498
physical39_true_image_208p2_208p8,208323632.812500000,-95.7574037324,-104.013934955,-96.4601434152
physical39_true_image_208p2_208p8,208323706.054687500,-95.365432693,-103.744386858,-96.0470219587
physical39_true_image_208p2_208p8,208323779.296875000,-95.5904709552,-103.915084437,-96.2813621597
physical39_true_image_208p2_208p8,208323852.539062500,-96.2590454952,-103.766334035,-97.1078435268
physical39_true_image_208p2_208p8,208323925.781250000,-95.7715998479,-103.632167044,-96.5477725985
physical39_true_image_208p2_208p8,208323999.023437500,-95.9367955831,-103.977371035,-96.6785995566
physical39_true_image_208p2_208p8,208324072.265625000,-96.5497084797,-104.274364225,-97.3529821633
physical39_true_image_208p2_208p8,208324145.507812500,-96.1102997695,-103.858010797,-96.9089042099
physical39_true_image_208p2_208p8,208324218.750000000,-95.9339305694,-103.540383521,-96.7616179299
physical39_true_image_208p2_208p8,208324291.992187500,-95.5464734264,-103.62492018,-96.2812597779
physical39_true_image_208p2_208p8,208324365.234375000,-96.5318008114,-103.746821259,-97.4463511777
physical39_true_image_208p2_208p8,208324438.476562500,-96.1450707149,-103.714160565,-96.9806435904
physical39_true_image_208p2_208p8,208324511.718750000,-96.3035048543,-103.681606893,-97.1806992322
physical39_true_image_208p2_208p8,208324584.960937500,-96.5536485658,-103.513952831,-97.5301288349
physical39_true_image_208p2_208p8,208324658.203125000,-96.1127045261,-103.479332303,-96.992471292
physical39_true_image_208p2_208p8,208324731.445312500,-96.1109610395,-103.70910781,-96.9403943326
physical39_true_image_208p2_208p8,208324804.687500000,-95.4259233562,-103.714941293,-96.1229821117
physical39_true_image_208p2_208p8,208324877.929687500,-95.6653694747,-103.571156009,-96.4327482352
physical39_true_image_208p2_208p8,208324951.171875000,-95.8699252148,-103.631395466,-96.665757249
physical39_true_image_208p2_208p8,208325024.414062500,-95.9465297205,-103.720081863,-96.7399360055
physical39_true_image_208p2_208p8,208325097.656250000,-96.430052133,-103.838293301,-97.3005291616
physical39_true_image_208p2_208p8,208325170.898437500,-96.3634406402,-103.639098812,-97.2638993272
physical39_true_image_208p2_208p8,208325244.140625000,-96.0539711843,-103.97409679,-96.8185841165
physical39_true_image_208p2_208p8,208325317.382812500,-96.033324524,-103.912086874,-96.8059456323
physical39_true_image_208p2_208p8,208325390.625000000,-96.1376212698,-103.602616601,-96.9956025649
physical39_true_image_208p2_208p8,208325463.867187500,-96.4468043896,-103.39794096,-97.4255991307
physical39_true_image_208p2_208p8,208325537.109375000,-95.5922579828,-103.547298336,-96.3501816476
physical39_true_image_208p2_208p8,208325610.351562500,-95.4745056043,-103.577902732,-96.2047080583
physical39_true_image_208p2_208p8,208325683.593750000,-95.6194790335,-103.767944715,-96.3414800019
physical39_true_image_208p2_208p8,208325756.835937500,-95.9135572642,-103.373390092,-96.7726669863
physical39_true_image_208p2_208p8,208325830.078125000,-95.9010445149,-103.507678164,-96.7286939381
physical39_true_image_208p2_208p8,208325903.320312500,-96.3111330247,-103.554744272,-97.2190089212
physical39_true_image_208p2_208p8,208325976.562500000,-96.6299444866,-103.46009086,-97.6398660629
physical39_true_image_208p2_208p8,208326049.804687500,-96.1908272173,-103.933297894,-96.9904903376
physical39_true_image_208p2_208p8,208326123.046875000,-95.9909679455,-103.798787482,-96.7775380678
physical39_true_image_208p2_208p8,208326196.289062500,-96.331339378,-103.487653734,-97.2597658753
physical39_true_image_208p2_208p8,208326269.531250000,-96.2668400635,-103.471938054,-97.1837195124
physical39_true_image_208p2_208p8,208326342.773437500,-95.6767489772,-103.52958368,-96.4544364834
physical39_true_image_208p2_208p8,208326416.015625000,-95.9280365369,-103.794470349,-96.7030621974
physical39_true_image_208p2_208p8,208326489.257812500,-96.5981187122,-103.777794242,-97.5209956205
physical39_true_image_208p2_208p8,208326562.500000000,-96.2729266113,-103.776523726,-97.122521847
physical39_true_image_208p2_208p8,208326635.742187500,-95.9469622659,-103.74338736,-96.7357983432
physical39_true_image_208p2_208p8,208326708.984375000,-96.1064334518,-103.88527515,-96.8987802705
physical39_true_image_208p2_208p8,208326782.226562500,-95.4726191474,-104.063442404,-96.1192115026
physical39_true_image_208p2_208p8,208326855.468750000,-95.526376901,-104.023039842,-96.1882775407
physical39_true_image_208p2_208p8,208326928.710937500,-96.2312671643,-103.552691829,-97.1212493218
physical39_true_image_208p2_208p8,208327001.953125000,-96.4199952432,-103.813838895,-97.2936740504
physical39_true_image_208p2_208p8,208327075.195312500,-96.0818894714,-103.676616386,-96.9120427828
physical39_true_image_208p2_208p8,208327148.437500000,-96.0488443068,-104.017195585,-96.8042345673
physical39_true_image_208p2_208p8,208327221.679687500,-96.1580471768,-104.16598037,-96.9059583415
physical39_true_image_208p2_208p8,208327294.921875000,-96.4990859498,-104.300312784,-97.2869662603
physical39_true_image_208p2_208p8,208327368.164062500,-96.1214812531,-103.784830842,-96.9373170512
physical39_true_image_208p2_208p8,208327441.406250000,-96.0305433025,-103.403337913,-96.9089265064
physical39_true_image_208p2_208p8,208327514.648437500,-95.9939056195,-103.602641342,-96.8211138561
physical39_true_image_208p2_208p8,208327587.890625000,-96.0102378739,-103.634367205,-96.8342231345
physical39_true_image_208p2_208p8,208327661.132812500,-96.4685977931,-103.70286069,-97.3786500848
physical39_true_image_208p2_208p8,208327734.375000000,-96.7530556552,-103.845684619,-97.6968002517
physical39_true_image_208p2_208p8,208327807.617187500,-96.4884543311,-103.87752107,-97.3631983184
physical39_true_image_208p2_208p8,208327880.859375000,-95.7480504056,-103.786384158,-96.490272049
physical39_true_image_208p2_208p8,208327954.101562500,-96.2951758484,-103.999817039,-97.1025272078
physical39_true_image_208p2_208p8,208328027.343750000,-96.2107802525,-104.175081911,-96.9669402795
physical39_true_image_208p2_208p8,208328100.585937500,-96.1251739445,-103.725512887,-96.9541460576
physical39_true_image_208p2_208p8,208328173.828125000,-96.2588967327,-103.86884366,-97.0858508769
physical39_true_image_208p2_208p8,208328247.070312500,-96.3310545922,-104.046158971,-97.1362714069
physical39_true_image_208p2_208p8,208328320.312500000,-96.3413303375,-103.712381752,-97.2201043928
physical39_true_image_208p2_208p8,208328393.554687500,-95.9829332042,-103.67514027,-96.7928292561
physical39_true_image_208p2_208p8,208328466.796875000,-95.5342828614,-103.534008491,-96.2837382124
physical39_true_image_208p2_208p8,208328540.039062500,-95.8781490647,-103.481122634,-96.7065672882
physical39_true_image_208p2_208p8,208328613.281250000,-96.5456823426,-103.743276718,-97.4643274724
physical39_true_image_208p2_208p8,208328686.523437500,-97.1593899799,-103.819275758,-98.2150114829
physical39_true_image_208p2_208p8,208328759.765625000,-96.8145798709,-103.805290204,-97.7834274652
physical39_true_image_208p2_208p8,208328833.007812500,-96.646976333,-103.852718029,-97.5637044865
physical39_true_image_208p2_208p8,208328906.250000000,-96.4691434608,-103.724322894,-97.3743341415
physical39_true_image_208p2_208p8,208328979.492187500,-96.8558728297,-103.513236779,-97.9121884773
physical39_true_image_208p2_208p8,208329052.734375000,-96.4469603206,-103.730030458,-97.3457130918
physical39_true_image_208p2_208p8,208329125.976562500,-96.1162779977,-104.076067346,-96.8732967484
physical39_true_image_208p2_208p8,208329199.218750000,-96.4475493077,-104.191689222,-97.2468750342
physical39_true_image_208p2_208p8,208329272.460937500,-95.9932712859,-104.194312744,-96.7058307557
physical39_true_image_208p2_208p8,208329345.703125000,-95.8378518305,-104.108539054,-96.538109925
physical39_true_image_208p2_208p8,208329418.945312500,-96.3053284536,-103.876680817,-97.1404214828
physical39_true_image_208p2_208p8,208329492.187500000,-96.5609121467,-104.077328697,-97.4077424172
physical39_true_image_208p2_208p8,208329565.429687500,-96.2093938902,-104.093186534,-96.9810362325
physical39_true_image_208p2_208p8,208329638.671875000,-96.3579067328,-103.744770812,-97.233142363
physical39_true_image_208p2_208p8,208329711.914062500,-96.2129913735,-103.675077791,-97.071608302
physical39_true_image_208p2_208p8,208329785.156250000,-95.9211387373,-103.552589297,-96.7435959846
physical39_true_image_208p2_208p8,208329858.398437500,-95.9657378549,-103.622318435,-96.7829738277
physical39_true_image_208p2_208p8,208329931.640625000,-95.7551439509,-104.071220032,-96.447509008
physical39_true_image_208p2_208p8,208330004.882812500,-96.1067119487,-103.943632897,-96.8875270478
physical39_true_image_208p2_208p8,208330078.125000000,-96.5970963746,-104.013515575,-97.465760507
physical39_true_image_208p2_208p8,208330151.367187500,-96.1236731957,-103.811663303,-96.9344342601
physical39_true_image_208p2_208p8,208330224.609375000,-95.3341807587,-103.834340235,-95.995506014
physical39_true_image_208p2_208p8,208330297.851562500,-95.8849921215,-104.054531296,-96.603192537
physical39_true_image_208p2_208p8,208330371.093750000,-96.1628900105,-103.762601347,-96.9919941279
physical39_true_image_208p2_208p8,208330444.335937500,-95.5436219609,-103.846115888,-96.2383387858
physical39_true_image_208p2_208p8,208330517.578125000,-95.8032690596,-103.661627459,-96.5798741731
physical39_true_image_208p2_208p8,208330590.820312500,-96.4690988934,-103.472354171,-97.4348168153
physical39_true_image_208p2_208p8,208330664.062500000,-96.4875369849,-103.538474067,-97.4414618268
physical39_true_image_208p2_208p8,208330737.304687500,-96.3247592862,-103.635517272,-97.2171710723
physical39_true_image_208p2_208p8,208330810.546875000,-95.6419031548,-103.864237409,-96.3506770572
physical39_true_image_208p2_208p8,208330883.789062500,-95.9986577425,-103.784349205,-96.7896348936
physical39_true_image_208p2_208p8,208330957.031250000,-96.1556834106,-104.022141105,-96.9307044052
physical39_true_image_208p2_208p8,208331030.273437500,-96.382585619,-103.860686039,-97.2377097144
physical39_true_image_208p2_208p8,208331103.515625000,-96.4991591212,-103.45873698,-97.4758225555
physical39_true_image_208p2_208p8,208331176.757812500,-96.3832019603,-103.561356715,-97.306439015
physical39_true_image_208p2_208p8,208331250.000000000,-96.3483580041,-103.644110774,-97.2442000705
physical39_true_image_208p2_208p8,208331323.242187500,-96.3424451209,-103.681921897,-97.2283320637
physical39_true_image_208p2_208p8,208331396.484375000,-95.8050649915,-103.532184916,-96.6078381961
physical39_true_image_208p2_208p8,208331469.726562500,-95.5660954246,-103.480817335,-96.3317493836
physical39_true_image_208p2_208p8,208331542.968750000,-95.7623443086,-103.533514653,-96.5562281598
physical39_true_image_208p2_208p8,208331616.210937500,-95.6052318921,-103.839682236,-96.3118614548
physical39_true_image_208p2_208p8,208331689.453125000,-95.5994395431,-103.483767868,-96.3709777353
physical39_true_image_208p2_208p8,208331762.695312500,-95.9349786106,-103.51719394,-96.7677719753
physical39_true_image_208p2_208p8,208331835.937500000,-96.3905839825,-103.702628744,-97.2827022813
physical39_true_image_208p2_208p8,208331909.179687500,-96.5438650927,-103.424124189,-97.5407618742
physical39_true_image_208p2_208p8,208331982.421875000,-96.5607857228,-103.417289754,-97.5638330802
physical39_true_image_208p2_208p8,208332055.664062500,-96.1198524698,-103.916996971,-96.9085452713
physical39_true_image_208p2_208p8,208332128.906250000,-96.5268123978,-104.090971974,-97.3634319637
physical39_true_image_208p2_208p8,208332202.148437500,-96.8235615021,-103.891442105,-97.7733344339
physical39_true_image_208p2_208p8,208332275.390625000,-96.1046033403,-103.507976278,-96.9761615344
physical39_true_image_208p2_208p8,208332348.632812500,-96.3108650456,-103.648345249,-97.1972038948
physical39_true_image_208p2_208p8,208332421.875000000,-96.9456713797,-103.638326717,-97.9923194629
physical39_true_image_208p2_208p8,208332495.117187500,-96.823981807,-103.64572956,-97.8361048674
physical39_true_image_208p2_208p8,208332568.359375000,-96.5287471618,-103.515478287,-97.4985898388
physical39_true_image_208p2_208p8,208332641.601562500,-96.4222754345,-104.031985083,-97.2492793495
physical39_true_image_208p2_208p8,208332714.843750000,-96.093558666,-103.993496212,-96.8620687558
physical39_true_image_208p2_208p8,208332788.085937500,-95.8970172531,-103.806445188,-96.6636926005
physical39_true_image_208p2_208p8,208332861.328125000,-96.6312383258,-103.503091895,-97.6303065963
physical39_true_image_208p2_208p8,208332934.570312500,-96.4959594809,-103.588804548,-97.439651626
physical39_true_image_208p2_208p8,208333007.812500000,-95.6304307863,-103.590289358,-96.3874363553
physical39_true_image_208p2_208p8,208333081.054687500,-96.1826142391,-103.686512332,-97.0321444442
physical39_true_image_208p2_208p8,208333154.296875000,-96.3853507325,-103.497954403,-97.3242608257
physical39_true_image_208p2_208p8,208333227.539062500,-95.6733856112,-103.734812026,-96.4113168906
physical39_true_image_208p2_208p8,208333300.781250000,-93.5213878515,-103.901711037,-93.9386894146
physical39_true_image_208p2_208p8,208333374.023437500,-89.2689816938,-103.531684568,-89.4348568654
physical39_true_image_208p2_208p8,208333447.265625000,-88.708883196,-103.755371012,-88.8469278136
physical39_true_image_208p2_208p8,208333520.507812500,-92.6696037053,-103.604016117,-93.0347548895
