capture_role,frequency_hz,tx_on_dbfs_per_hz,same_capture_rf_off_dbfs_per_hz,positive_tx_on_minus_off_dbfs_per_hz
physical37_wanted_223p1_223p9,223513964.843750000,-75.220349609,-103.824471882,-75.2263429877
physical37_wanted_223p1_223p9,223514038.085937500,-75.0436597646,-103.828295271,-75.0494089748
physical37_wanted_223p1_223p9,223514111.328125000,-75.725510534,-104.00612312,-75.7319677583
physical37_wanted_223p1_223p9,223514184.570312500,-75.9000291091,-103.89793656,-75.9069209956
physical37_wanted_223p1_223p9,223514257.812500000,-75.9517042288,-104.138053384,-75.9583032466
physical37_wanted_223p1_223p9,223514331.054687500,-75.6086918526,-104.39298596,-75.6144415151
physical37_wanted_223p1_223p9,223514404.296875000,-75.1349257843,-104.485925479,-75.1399716607
physical37_wanted_223p1_223p9,223514477.539062500,-75.3324276831,-104.182015994,-75.3380914927
physical37_wanted_223p1_223p9,223514550.781250000,-75.1423942119,-103.943318612,-75.148121885
physical37_wanted_223p1_223p9,223514624.023437500,-75.333866219,-103.936740402,-75.3398613215
physical37_wanted_223p1_223p9,223514697.265625000,-75.2304967219,-104.045695723,-75.2362055875
physical37_wanted_223p1_223p9,223514770.507812500,-75.2489593563,-104.073713096,-75.2546556677
physical37_wanted_223p1_223p9,223514843.750000000,-75.0088041209,-104.282675936,-75.0139404628
physical37_wanted_223p1_223p9,223514916.992187500,-75.659013113,-104.587390445,-75.6645750318
physical37_wanted_223p1_223p9,223514990.234375000,-75.8525165558,-104.346586924,-75.8586638586
physical37_wanted_223p1_223p9,223515063.476562500,-75.5279605497,-104.177786679,-75.5338911437
physical37_wanted_223p1_223p9,223515136.718750000,-75.0801856055,-103.979925006,-75.0857843452
physical37_wanted_223p1_223p9,223515209.960937500,-75.5034462933,-104.326449128,-75.5091449032
physical37_wanted_223p1_223p9,223515283.203125000,-75.4184277124,-104.143028478,-75.4242570024
physical37_wanted_223p1_223p9,223515356.445312500,-75.2960660821,-104.170519739,-75.3016975354
physical37_wanted_223p1_223p9,223515429.687500000,-75.6151561907,-104.242230804,-75.6211179564
physical37_wanted_223p1_223p9,223515502.929687500,-75.6459161257,-103.886876026,-75.6524326213
physical37_wanted_223p1_223p9,223515576.171875000,-75.114316077,-104.286744196,-75.1195738806
physical37_wanted_223p1_223p9,223515649.414062500,-75.307799621,-104.387377741,-75.3131711144
physical37_wanted_223p1_223p9,223515722.656250000,-74.9450950008,-104.281798468,-74.9501575245
physical37_wanted_223p1_223p9,223515795.898437500,-75.6803098253,-104.156988699,-75.686481812
physical37_wanted_223p1_223p9,223515869.140625000,-76.0432950677,-104.071544716,-76.0501389336
physical37_wanted_223p1_223p9,223515942.382812500,-75.9274051494,-104.686392055,-75.9331884365
physical37_wanted_223p1_223p9,223516015.625000000,-75.7824239445,-104.609009432,-75.7881178523
physical37_wanted_223p1_223p9,223516088.867187500,-75.7925849611,-104.644754176,-75.7982454036
physical37_wanted_223p1_223p9,223516162.109375000,-75.2976120658,-104.425808493,-75.3029237253
physical37_wanted_223p1_223p9,223516235.351562500,-75.0735318595,-104.282205245,-75.078745939
physical37_wanted_223p1_223p9,223516308.593750000,-75.1711530684,-104.232412918,-75.1765472804
physical37_wanted_223p1_223p9,223516381.835937500,-75.1883897806,-104.416367127,-75.1935807217
physical37_wanted_223p1_223p9,223516455.078125000,-75.6838001822,-104.219786393,-75.6898883984
physical37_wanted_223p1_223p9,223516528.320312500,-75.8533567911,-104.180254831,-75.8597455118
physical37_wanted_223p1_223p9,223516601.562500000,-75.3981707268,-104.277346962,-75.4037960557
physical37_wanted_223p1_223p9,223516674.804687500,-75.6584344723,-104.543629662,-75.6640520054
physical37_wanted_223p1_223p9,223516748.046875000,-75.1431496354,-104.640200819,-75.1480285489
physical37_wanted_223p1_223p9,223516821.289062500,-74.7802684606,-104.612812497,-74.7847844788
physical37_wanted_223p1_223p9,223516894.531250000,-74.8719584512,-104.110509196,-74.8771367622
physical37_wanted_223p1_223p9,223516967.773437500,-74.867071441,-104.14730907,-74.8722002552
physical37_wanted_223p1_223p9,223517041.015625000,-74.9434160791,-104.158521991,-74.9486224369
physical37_wanted_223p1_223p9,223517114.257812500,-75.1658913569,-103.860942904,-75.1717604713
physical37_wanted_223p1_223p9,223517187.500000000,-75.5626238011,-104.328910999,-75.5683973684
physical37_wanted_223p1_223p9,223517260.742187500,-75.4444908518,-104.417554885,-75.4499957986
physical37_wanted_223p1_223p9,223517333.984375000,-75.2887908774,-104.146541363,-75.2944440453
physical37_wanted_223p1_223p9,223517407.226562500,-75.62304977,-104.477881337,-75.6287067412
physical37_wanted_223p1_223p9,223517480.468750000,-75.6351894389,-104.612420924,-75.6406891024
physical37_wanted_223p1_223p9,223517553.710937500,-74.6288244375,-104.09740385,-74.6337354597
physical37_wanted_223p1_223p9,223517626.953125000,-74.8802996542,-104.031994754,-74.8855826337
physical37_wanted_223p1_223p9,223517700.195312500,-75.2626656981,-104.07422483,-75.2683793536
physical37_wanted_223p1_223p9,223517773.437500000,-74.8947180836,-104.155139651,-74.899870367
physical37_wanted_223p1_223p9,223517846.679687500,-74.7023932912,-104.281726177,-74.7071805881
physical37_wanted_223p1_223p9,223517919.921875000,-74.9099944088,-104.245528851,-74.9150582962
physical37_wanted_223p1_223p9,223517993.164062500,-75.1161657403,-104.281267946,-75.1214324259
physical37_wanted_223p1_223p9,223518066.406250000,-75.3694792268,-104.19538919,-75.3751740209
physical37_wanted_223p1_223p9,223518139.648437500,-75.3222018397,-104.373651821,-75.3276082576
physical37_wanted_223p1_223p9,223518212.890625000,-75.9038546399,-104.29692363,-75.9101466871
physical37_wanted_223p1_223p9,223518286.132812500,-76.0594255148,-104.164341157,-76.0661495334
physical37_wanted_223p1_223p9,223518359.375000000,-75.2990914256,-104.320828188,-75.3045349827
physical37_wanted_223p1_223p9,223518432.617187500,-75.4746446468,-104.45706001,-75.4801377455
physical37_wanted_223p1_223p9,223518505.859375000,-75.4040796406,-104.442406248,-75.4095024303
physical37_wanted_223p1_223p9,223518579.101562500,-75.3479748318,-104.312847447,-75.3534901781
physical37_wanted_223p1_223p9,223518652.343750000,-75.3904642354,-104.446509763,-75.3958649318
physical37_wanted_223p1_223p9,223518725.585937500,-75.0651127262,-104.552679112,-75.0700023126
physical37_wanted_223p1_223p9,223518798.828125000,-74.9343601804,-104.44902494,-74.9392193356
physical37_wanted_223p1_223p9,223518872.070312500,-75.5345762451,-104.654266209,-75.539898325
physical37_wanted_223p1_223p9,223518945.312500000,-75.7967458418,-104.224822791,-75.8029873371
physical37_wanted_223p1_223p9,223519018.554687500,-75.9548973462,-104.296393655,-75.9612646123
physical37_wanted_223p1_223p9,223519091.796875000,-75.2508034911,-104.61774702,-75.2558308663
physical37_wanted_223p1_223p9,223519165.039062500,-74.5568401658,-104.375468864,-74.5613706847
physical37_wanted_223p1_223p9,223519238.281250000,-75.3909663753,-104.038466675,-75.3969001484
physical37_wanted_223p1_223p9,223519311.523437500,-74.9981865506,-104.051343687,-75.0035908423
physical37_wanted_223p1_223p9,223519384.765625000,-75.0133128574,-104.708159657,-75.0179744325
physical37_wanted_223p1_223p9,223519458.007812500,-75.7740309766,-104.535561896,-75.7798108747
physical37_wanted_223p1_223p9,223519531.250000000,-75.7823021133,-104.257463308,-75.7884762588
physical37_wanted_223p1_223p9,223519604.492187500,-75.5062801241,-103.886426691,-75.5125909348
physical37_wanted_223p1_223p9,223519677.734375000,-74.1870684957,-103.946872053,-74.1916608306
physical37_wanted_223p1_223p9,223519750.976562500,-74.503551547,-104.041633192,-74.5083845579
physical37_wanted_223p1_223p9,223519824.218750000,-75.1124106751,-104.037272065,-75.1179771014
physical37_wanted_223p1_223p9,223519897.460937500,-75.5420589918,-104.115613489,-75.5480947331
physical37_wanted_223p1_223p9,223519970.703125000,-76.0648020951,-104.273886251,-76.0713666318
physical37_wanted_223p1_223p9,223520043.945312500,-75.7894969262,-104.371634139,-75.7955207428
physical37_wanted_223p1_223p9,223520117.187500000,-74.9605223848,-104.378377217,-74.9654911359
physical37_wanted_223p1_223p9,223520190.429687500,-74.7789534214,-104.207970547,-74.7839094109
physical37_wanted_223p1_223p9,223520263.671875000,-75.5864814335,-104.19066431,-75.5924747285
physical37_wanted_223p1_223p9,223520336.914062500,-75.8389859105,-103.669242297,-75.8461492707
physical37_wanted_223p1_223p9,223520410.156250000,-75.4075204146,-104.132505501,-75.4133491885
physical37_wanted_223p1_223p9,223520483.398437500,-75.3873115118,-104.288429723,-75.3929084732
physical37_wanted_223p1_223p9,223520556.640625000,-75.075287031,-104.260817028,-75.0805289871
physical37_wanted_223p1_223p9,223520629.882812500,-75.3487119026,-104.36092688,-75.3541674152
physical37_wanted_223p1_223p9,223520703.125000000,-75.7750092423,-103.660704177,-75.782081668
physical37_wanted_223p1_223p9,223520776.367187500,-75.4352772689,-104.016150336,-75.4413028405
physical37_wanted_223p1_223p9,223520849.609375000,-75.3237048942,-104.102771839,-75.3294614857
physical37_wanted_223p1_223p9,223520922.851562500,-75.3075206818,-104.000697531,-75.313392332
physical37_wanted_223p1_223p9,223520996.093750000,-75.1177304777,-104.368935094,-75.1228937138
physical37_wanted_223p1_223p9,223521069.335937500,-75.6702702619,-104.27189708,-75.6762670878
physical37_wanted_223p1_223p9,223521142.578125000,-75.4404046308,-104.280361961,-75.4460810226
physical37_wanted_223p1_223p9,223521215.820312500,-75.2794482009,-104.416652332,-75.2847488482
physical37_wanted_223p1_223p9,223521289.062500000,-75.3507211249,-104.061530427,-75.3565689684
physical37_wanted_223p1_223p9,223521362.304687500,-75.6461157098,-104.07979746,-75.6523491497
physical37_wanted_223p1_223p9,223521435.546875000,-75.4300328119,-104.191946055,-75.4358122009
physical37_wanted_223p1_223p9,223521508.789062500,-75.1861010955,-104.250117562,-75.1914918825
physical37_wanted_223p1_223p9,223521582.031250000,-75.3820890304,-104.19056696,-75.3878067436
physical37_wanted_223p1_223p9,223521655.273437500,-75.3177574436,-104.418859647,-75.3231023648
physical37_wanted_223p1_223p9,223521728.515625000,-75.6549769714,-103.977878705,-75.6613715779
physical37_wanted_223p1_223p9,223521801.757812500,-75.3787948933,-103.865455686,-75.3849527005
physical37_wanted_223p1_223p9,223521875.000000000,-75.5092607589,-104.170105093,-75.5151763156
physical37_wanted_223p1_223p9,223521948.242187500,-76.024764586,-104.155789496,-76.0314482708
physical37_wanted_223p1_223p9,223522021.484375000,-75.8592409211,-104.040070153,-75.8658483381
physical37_wanted_223p1_223p9,223522094.726562500,-75.2276157051,-104.179432659,-75.2331476671
physical37_wanted_223p1_223p9,223522167.968750000,-75.5447833579,-104.405305,-75.5504329175
physical37_wanted_223p1_223p9,223522241.210937500,-75.6755286279,-104.486340219,-75.6812432676
physical37_wanted_223p1_223p9,223522314.453125000,-76.0338765431,-103.977526768,-76.040855141
physical37_wanted_223p1_223p9,223522387.695312500,-75.8573588291,-103.904642555,-75.8641727422
physical37_wanted_223p1_223p9,223522460.937500000,-74.8934155374,-104.119443919,-74.8986088098
physical37_wanted_223p1_223p9,223522534.179687500,-74.6609996282,-104.208908721,-74.665821709
physical37_wanted_223p1_223p9,223522607.421875000,-75.1946015175,-104.159738804,-75.2001165275
physical37_wanted_223p1_223p9,223522680.664062500,-75.2767964743,-104.076703432,-75.2825254903
physical37_wanted_223p1_223p9,223522753.906250000,-74.824868382,-104.061943192,-74.8300484541
physical37_wanted_223p1_223p9,223522827.148437500,-74.632246878,-103.941179188,-74.637341897
physical37_wanted_223p1_223p9,223522900.390625000,-74.7201778808,-103.979914403,-74.7253309774
physical37_wanted_223p1_223p9,223522973.632812500,-74.6898571476,-103.883399267,-74.6950894361
physical37_wanted_223p1_223p9,223523046.875000000,-74.9280628657,-103.591698636,-74.9339746188
physical37_wanted_223p1_223p9,223523120.117187500,-74.8455379856,-104.02423658,-74.8507881988
physical37_wanted_223p1_223p9,223523193.359375000,-75.1858686353,-104.287312831,-75.1912131354
physical37_wanted_223p1_223p9,223523266.601562500,-75.335189931,-104.186819461,-75.3408510774
physical37_wanted_223p1_223p9,223523339.843750000,-75.2349317391,-104.200521563,-75.2404461741
physical37_wanted_223p1_223p9,223523413.085937500,-75.0494219471,-103.840693883,-75.0551623729
physical37_wanted_223p1_223p9,223523486.328125000,-75.0379928542,-104.097253221,-75.0433895518
physical37_wanted_223p1_223p9,223523559.570312500,-74.5680006114,-104.421445294,-74.572494937
physical37_wanted_223p1_223p9,223523632.812500000,-74.401920501,-104.427112645,-74.4062404745
physical37_wanted_223p1_223p9,223523706.054687500,-75.2350171346,-104.324776054,-75.240376043
physical37_wanted_223p1_223p9,223523779.296875000,-76.4118594806,-104.312535787,-76.4189075316
physical37_wanted_223p1_223p9,223523852.539062500,-76.3377865111,-104.092480948,-76.3450757011
physical37_wanted_223p1_223p9,223523925.781250000,-75.8798325454,-103.951739431,-75.8866079049
physical37_wanted_223p1_223p9,223523999.023437500,-75.6622914244,-104.569368843,-75.6678807062
physical37_wanted_223p1_223p9,223524072.265625000,-75.828707917,-104.404383619,-75.8347407089
physical37_wanted_223p1_223p9,223524145.507812500,-75.7634143572,-104.21340884,-75.7696244105
physical37_wanted_223p1_223p9,223524218.750000000,-75.5317153772,-104.210736852,-75.5376062097
physical37_wanted_223p1_223p9,223524291.992187500,-74.879953173,-104.279950081,-74.8849424091
physical37_wanted_223p1_223p9,223524365.234375000,-75.0094119265,-104.086574476,-75.0147864102
physical37_wanted_223p1_223p9,223524438.476562500,-74.6670468364,-104.136055699,-74.6719573728
physical37_wanted_223p1_223p9,223524511.718750000,-74.356296121,-103.973062561,-74.3610423092
physical37_wanted_223p1_223p9,223524584.960937500,-74.9224125491,-104.122096154,-74.9276374394
physical37_wanted_223p1_223p9,223524658.203125000,-75.5198018948,-103.860847667,-75.526169822
physical37_wanted_223p1_223p9,223524731.445312500,-75.5706960029,-103.891909294,-75.5770930979
physical37_wanted_223p1_223p9,223524804.687500000,-75.1279501899,-104.429225908,-75.1330542046
physical37_wanted_223p1_223p9,223524877.929687500,-75.0435356672,-104.17250376,-75.0488463824
physical37_wanted_223p1_223p9,223524951.171875000,-74.9991984872,-103.938470214,-75.0047464623
physical37_wanted_223p1_223p9,223525024.414062500,-74.8875033626,-104.229486341,-74.8925597321
physical37_wanted_223p1_223p9,223525097.656250000,-74.9917601512,-104.439439252,-74.996694878
physical37_wanted_223p1_223p9,223525170.898437500,-75.3844764396,-104.121775305,-75.3902886992
physical37_wanted_223p1_223p9,223525244.140625000,-75.2523508303,-103.951431089,-75.2582144991
physical37_wanted_223p1_223p9,223525317.382812500,-75.2701686247,-104.125645302,-75.2758247551
physical37_wanted_223p1_223p9,223525390.625000000,-75.6316780558,-104.285763716,-75.637602832
physical37_wanted_223p1_223p9,223525463.867187500,-76.1497170715,-104.520166593,-76.1560419993
physical37_wanted_223p1_223p9,223525537.109375000,-76.4286226617,-104.291160853,-76.4357329295
physical37_wanted_223p1_223p9,223525610.351562500,-75.7040803584,-104.45889555,-75.7098692072
physical37_wanted_223p1_223p9,223525683.593750000,-76.220855231,-104.448588172,-76.2273916185
physical37_wanted_223p1_223p9,223525756.835937500,-75.8552041515,-104.496416788,-75.8611465275
physical37_wanted_223p1_223p9,223525830.078125000,-75.1407103692,-104.293963619,-75.1459914525
physical37_wanted_223p1_223p9,223525903.320312500,-75.4701294926,-104.175964946,-75.4759840418
physical37_wanted_223p1_223p9,223525976.562500000,-75.5059336154,-104.203031717,-75.5117999629
physical37_wanted_223p1_223p9,223526049.804687500,-74.9224481767,-104.193653298,-74.9275876753
physical37_wanted_223p1_223p9,223526123.046875000,-75.0015168499,-104.115285946,-75.0068461949
physical37_wanted_223p1_223p9,223526196.289062500,-75.4188314198,-104.177700789,-75.4246148636
physical37_wanted_223p1_223p9,223526269.531250000,-75.0964776602,-104.25357951,-75.1017540627
physical37_wanted_223p1_223p9,223526342.773437500,-75.5281571155,-104.409399903,-75.5337797666
physical37_wanted_223p1_223p9,223526416.015625000,-75.4450262306,-104.233999242,-75.4507696979
physical37_wanted_223p1_223p9,223526489.257812500,-75.190146559,-104.208846635,-75.1955939261
physical37_wanted_223p1_223p9,223526562.500000000,-75.2831307441,-104.39497074,-75.2884624584
physical37_wanted_223p1_223p9,223526635.742187500,-75.6932974972,-104.361688777,-75.6992027761
physical37_wanted_223p1_223p9,223526708.984375000,-74.8182183547,-104.192656003,-74.8232370572
physical37_wanted_223p1_223p9,223526782.226562500,-75.0213705876,-103.772302074,-75.0271646189
physical37_wanted_223p1_223p9,223526855.468750000,-75.1027578971,-103.802229418,-75.1086210373
physical37_wanted_223p1_223p9,223526928.710937500,-75.6387249771,-103.891579004,-75.6452236369
physical37_wanted_223p1_223p9,223527001.953125000,-75.3303453315,-104.040716027,-75.336193766
physical37_wanted_223p1_223p9,223527075.195312500,-75.2928499009,-104.409714358,-75.2981754466
physical37_wanted_223p1_223p9,223527148.437500000,-75.5084827114,-104.196873971,-75.5143608397
physical37_wanted_223p1_223p9,223527221.679687500,-75.3450136278,-103.937421905,-75.3510232051
physical37_wanted_223p1_223p9,223527294.921875000,-75.5570636914,-103.789647645,-75.5635927765
physical37_wanted_223p1_223p9,223527368.164062500,-75.4817677471,-103.619684033,-75.4884408266
physical37_wanted_223p1_223p9,223527441.406250000,-75.3675798011,-104.138677466,-75.3733469726
physical37_wanted_223p1_223p9,223527514.648437500,-75.1461456914,-103.812069092,-75.1520543292
physical37_wanted_223p1_223p9,223527587.890625000,-75.0162658482,-103.423215602,-75.0225378027
physical37_wanted_223p1_223p9,223527661.132812500,-75.4884706579,-104.002849604,-75.4945892615
physical37_wanted_223p1_223p9,223527734.375000000,-75.5702483031,-104.04485418,-75.5764232387
physical37_wanted_223p1_223p9,223527807.617187500,-75.6327718059,-104.241407105,-75.6387589554
physical37_wanted_223p1_223p9,223527880.859375000,-75.2382101568,-104.540827545,-75.243312594
physical37_wanted_223p1_223p9,223527954.101562500,-75.2502038677,-104.578307402,-75.255276432
physical37_wanted_223p1_223p9,223528027.343750000,-74.9939346162,-104.375034608,-74.9989456212
physical37_wanted_223p1_223p9,223528100.585937500,-75.230298399,-104.395137813,-75.2355654035
physical37_wanted_223p1_223p9,223528173.828125000,-75.3058613043,-104.477167393,-75.3111204674
physical37_wanted_223p1_223p9,223528247.070312500,-75.6488018329,-104.340136494,-75.654675976
physical37_wanted_223p1_223p9,223528320.312500000,-75.3925158269,-104.338846369,-75.3980547862
physical37_wanted_223p1_223p9,223528393.554687500,-75.4555399287,-104.096075813,-75.4614832315
physical37_wanted_223p1_223p9,223528466.796875000,-74.9537133632,-104.285294629,-74.9587818648
physical37_wanted_223p1_223p9,223528540.039062500,-75.2548118631,-104.143343912,-75.2604250788
physical37_wanted_223p1_223p9,223528613.281250000,-75.795562049,-103.771644395,-75.8024886849
physical37_wanted_223p1_223p9,223528686.523437500,-74.9216196333,-103.86084236,-74.9271676711
physical37_wanted_223p1_223p9,223528759.765625000,-75.1608484837,-104.066419719,-75.1664397054
physical37_wanted_223p1_223p9,223528833.007812500,-75.5924030729,-103.962281283,-75.5987288333
physical37_wanted_223p1_223p9,223528906.250000000,-75.7436777333,-104.475491931,-75.7494973428
physical37_wanted_223p1_223p9,223528979.492187500,-75.6035291047,-104.753419022,-75.6088142819
physical37_wanted_223p1_223p9,223529052.734375000,-75.224064567,-104.509444739,-75.2291873081
physical37_wanted_223p1_223p9,223529125.976562500,-75.1028824524,-104.765959302,-75.1075782719
physical37_wanted_223p1_223p9,223529199.218750000,-76.2083629654,-104.568771166,-76.2147025446
physical37_wanted_223p1_223p9,223529272.460937500,-75.9217283993,-104.394631613,-75.927905758
physical37_wanted_223p1_223p9,223529345.703125000,-75.0480448143,-104.215756874,-75.0533083341
physical37_wanted_223p1_223p9,223529418.945312500,-74.8912859971,-104.287493331,-74.8962795911
physical37_wanted_223p1_223p9,223529492.187500000,-75.1393196673,-104.023400293,-75.1449386432
physical37_wanted_223p1_223p9,223529565.429687500,-74.8346603195,-104.02363484,-74.8398981172
physical37_wanted_223p1_223p9,223529638.671875000,-74.90222643,-104.412161071,-74.9070908834
physical37_wanted_223p1_223p9,223529711.914062500,-74.8899439687,-104.277473875,-74.8949475559
physical37_wanted_223p1_223p9,223529785.156250000,-75.3453880715,-104.198139307,-75.351047755
physical37_wanted_223p1_223p9,223529858.398437500,-75.5233503423,-103.993289253,-75.5295319219
physical37_wanted_223p1_223p9,223529931.640625000,-74.940631682,-104.161268412,-74.9458314097
physical37_wanted_223p1_223p9,223530004.882812500,-74.9570415453,-104.073567357,-74.9623675065
physical37_wanted_223p1_223p9,223530078.125000000,-74.8360408439,-104.233665033,-74.8410328082
physical37_wanted_223p1_223p9,223530151.367187500,-74.9402956109,-104.356745169,-74.9452659709
physical37_wanted_223p1_223p9,223530224.609375000,-74.8624440546,-104.364760367,-74.8673170534
physical37_wanted_223p1_223p9,223530297.851562500,-75.2594161765,-103.950456012,-75.2652907186
physical37_wanted_223p1_223p9,223530371.093750000,-75.1695303791,-104.244624224,-75.1749074251
physical37_wanted_223p1_223p9,223530444.335937500,-75.1036743702,-104.06793626,-75.1091904927
physical37_wanted_223p1_223p9,223530517.578125000,-75.2509477356,-104.198312681,-75.2564853749
physical37_wanted_223p1_223p9,223530590.820312500,-75.282864,-104.202117853,-75.2884376228
physical37_wanted_223p1_223p9,223530664.062500000,-75.3835298934,-104.028075619,-75.3894677075
physical37_wanted_223p1_223p9,223530737.304687500,-75.170615908,-104.309388649,-75.17591464
physical37_wanted_223p1_223p9,223530810.546875000,-75.2784489737,-104.20928741,-75.2840077395
physical37_wanted_223p1_223p9,223530883.789062500,-75.1702867096,-104.298224088,-75.1755986861
physical37_wanted_223p1_223p9,223530957.031250000,-75.1591496714,-104.033258036,-75.1647815727
physical37_wanted_223p1_223p9,223531030.273437500,-75.7826563661,-104.178767943,-75.7889440037
physical37_wanted_223p1_223p9,223531103.515625000,-75.4025221222,-104.284911096,-75.4081432886
physical37_wanted_223p1_223p9,223531176.757812500,-75.6186125097,-104.274261748,-75.6245351517
physical37_wanted_223p1_223p9,223531250.000000000,-75.5995762309,-104.395969896,-75.6053098864
physical37_wanted_223p1_223p9,223531323.242187500,-75.5894060924,-104.468691382,-75.59503128
physical37_wanted_223p1_223p9,223531396.484375000,-75.6303526236,-104.383755298,-75.6361433567
physical37_wanted_223p1_223p9,223531469.726562500,-75.6664533668,-104.090674489,-75.67270041
physical37_wanted_223p1_223p9,223531542.968750000,-75.2487411598,-104.451302554,-75.2539625869
physical37_wanted_223p1_223p9,223531616.210937500,-74.8651671811,-104.639925595,-74.8697437212
physical37_wanted_223p1_223p9,223531689.453125000,-74.7650025913,-104.542348381,-74.7695764043
physical37_wanted_223p1_223p9,223531762.695312500,-74.5874842554,-104.230218417,-74.592202134
physical37_wanted_223p1_223p9,223531835.937500000,-75.5381859565,-104.180441739,-75.5441269045
physical37_wanted_223p1_223p9,223531909.179687500,-75.9245308914,-104.604870134,-75.9304199354
physical37_wanted_223p1_223p9,223531982.421875000,-75.886918392,-104.352364416,-75.8931063744
physical37_wanted_223p1_223p9,223532055.664062500,-75.6961162406,-103.977614953,-75.7025721466
physical37_wanted_223p1_223p9,223532128.906250000,-75.4283722295,-104.043847284,-75.4343499507
physical37_wanted_223p1_223p9,223532202.148437500,-75.4611705264,-104.188670449,-75.4669959238
physical37_wanted_223p1_223p9,223532275.390625000,-75.8078917187,-104.054313752,-75.8144000175
physical37_wanted_223p1_223p9,223532348.632812500,-75.9507262005,-103.897537202,-75.9576997171
physical37_wanted_223p1_223p9,223532421.875000000,-75.540410753,-103.730721109,-75.54700375
physical37_wanted_223p1_223p9,223532495.117187500,-74.9677946729,-103.943148251,-74.9732967165
physical37_wanted_223p1_223p9,223532568.359375000,-75.1777691953,-104.273997278,-75.1831201223
physical37_wanted_223p1_223p9,223532641.601562500,-75.4285903687,-104.698159782,-75.4337318045
physical37_wanted_223p1_223p9,223532714.843750000,-75.6053503718,-104.764664099,-75.6106240861
physical37_wanted_223p1_223p9,223532788.085937500,-75.5010818202,-104.471024049,-75.506590728
physical37_wanted_223p1_223p9,223532861.328125000,-75.4910482575,-104.519400144,-75.4964835242
physical37_wanted_223p1_223p9,223532934.570312500,-75.3269826596,-104.46840962,-75.3322781522
physical37_wanted_223p1_223p9,223533007.812500000,-75.1262509481,-104.363413844,-75.1314309151
physical37_wanted_223p1_223p9,223533081.054687500,-75.6441744818,-104.168415922,-75.6502791964
physical37_wanted_223p1_223p9,223533154.296875000,-75.6482849506,-104.01030046,-75.6546221823
physical37_wanted_223p1_223p9,223533227.539062500,-75.2807796845,-104.232771421,-75.2863114237
physical37_wanted_223p1_223p9,223533300.781250000,-75.4321814232,-104.166170376,-75.4379981172
physical37_wanted_223p1_223p9,223533374.023437500,-74.9343213496,-104.204533813,-74.9394620237
physical37_wanted_223p1_223p9,223533447.265625000,-75.0658184553,-104.356196394,-75.0709353011
physical37_wanted_223p1_223p9,223533520.507812500,-75.2293308724,-104.176441222,-75.2348688367
physical37_wanted_223p1_223p9,223533593.750000000,-74.9371293518,-103.746979127,-74.9428452581
physical37_wanted_223p1_223p9,223533666.992187500,-74.7363792653,-103.992271061,-74.7415369286
physical37_wanted_223p1_223p9,223533740.234375000,-74.9034523986,-103.764135732,-74.9091017477
physical37_wanted_223p1_223p9,223533813.476562500,-75.3774890552,-103.507021715,-75.3841750387
physical37_wanted_223p1_223p9,223533886.718750000,-75.7159002101,-103.692399114,-75.7228261811
physical37_wanted_223p1_223p9,223533959.960937500,-75.5821671171,-104.139967068,-75.5882248088
physical37_wanted_223p1_223p9,223534033.203125000,-75.4559605405,-104.439181246,-75.46145262
physical37_wanted_223p1_223p9,223534106.445312500,-75.6081760655,-104.174380121,-75.614222038
physical37_wanted_223p1_223p9,223534179.687500000,-75.7944618634,-104.318410147,-75.8005669905
physical37_wanted_223p1_223p9,223534252.929687500,-75.7229867181,-104.28752469,-75.7290350121
physical37_wanted_223p1_223p9,223534326.171875000,-75.5379949018,-104.129304151,-75.5440060011
physical37_wanted_223p1_223p9,223534399.414062500,-75.4952268164,-104.404148867,-75.5008137231
physical37_wanted_223p1_223p9,223534472.656250000,-75.5840560658,-104.464746557,-75.5896794324
physical37_wanted_223p1_223p9,223534545.898437500,-75.3619272593,-104.274839585,-75.3675090319
physical37_wanted_223p1_223p9,223534619.140625000,-74.893237079,-104.318650236,-74.8981971852
physical37_wanted_223p1_223p9,223534692.382812500,-75.2039115371,-104.247540193,-75.2093277063
physical37_wanted_223p1_223p9,223534765.625000000,-75.2753968935,-104.008940811,-75.281214184
physical37_wanted_223p1_223p9,223534838.867187500,-75.8111215731,-104.023466838,-75.8176811787
physical37_wanted_223p1_223p9,223534912.109375000,-75.4871855558,-103.992681874,-75.4933166954
physical37_wanted_223p1_223p9,223534985.351562500,-75.4795322725,-103.965396238,-75.4856912104
physical37_wanted_223p1_223p9,223535058.593750000,-75.0633798044,-103.900362218,-75.0690600885
physical37_wanted_223p1_223p9,223535131.835937500,-75.1386870499,-104.152644369,-75.1441403728
physical37_wanted_223p1_223p9,223535205.078125000,-75.3859274056,-104.122432351,-75.3917407286
physical37_wanted_223p1_223p9,223535278.320312500,-75.2046826824,-104.449808462,-75.2098531549
physical37_wanted_223p1_223p9,223535351.562500000,-75.0967862391,-104.454289464,-75.1018245606
physical37_wanted_223p1_223p9,223535424.804687500,-75.9108762062,-104.441595046,-75.9169718162
physical37_wanted_223p1_223p9,223535498.046875000,-76.005922564,-104.168097634,-76.0125584445
physical37_wanted_223p1_223p9,223535571.289062500,-75.6701215725,-104.194825867,-75.6762256361
physical37_wanted_223p1_223p9,223535644.531250000,-75.1386842058,-104.39505526,-75.1438412997
